date,Cases/100k_ÁLVARO OBREGÓN,ASMA/100k_ÁLVARO OBREGÓN,Cases/100k_AZCAPOTZALCO,ASMA/100k_AZCAPOTZALCO,Cases/100k_BENITO JUÁREZ,ASMA/100k_BENITO JUÁREZ,Cases/100k_COYOACÁN,ASMA/100k_COYOACÁN,Cases/100k_CUAJIMALPA DE MORELOS,ASMA/100k_CUAJIMALPA DE MORELOS,Cases/100k_CUAUHTÉMOC,ASMA/100k_CUAUHTÉMOC,Cases/100k_GUSTAVO A. MADERO,ASMA/100k_GUSTAVO A. MADERO,Cases/100k_IZTACALCO,ASMA/100k_IZTACALCO,Cases/100k_IZTAPALAPA,ASMA/100k_IZTAPALAPA,Cases/100k_LA MAGDALENA CONTRERAS,ASMA/100k_LA MAGDALENA CONTRERAS,Cases/100k_MIGUEL HIDALGO,ASMA/100k_MIGUEL HIDALGO,Cases/100k_MILPA ALTA,ASMA/100k_MILPA ALTA,Cases/100k_TLÁHUAC,ASMA/100k_TLÁHUAC,Cases/100k_TLALPAN,ASMA/100k_TLALPAN,Cases/100k_VENUSTIANO CARRANZA,ASMA/100k_VENUSTIANO CARRANZA,Cases/100k_XOCHIMILCO,ASMA/100k_XOCHIMILCO,Cases/100k_TOTAL,ASMA/100k_TOTAL,O3_OBREGON,PM10_OBREGON,O3_AZCAPOTZALCO,PM10_AZCAPOTZALCO,O3_BENITOJUAREZ,PM10_BENITOJUAREZ,O3_COYOACAN,PM10_COYOACAN,O3_CUAJIMALPA,PM10_CUAJIMALPA,O3_CUAUHTEMOC,PM10_CUAUHTEMOC,O3_IZTACALCO,PM10_IZTACALCO,O3_IZTAPALAPA,PM10_IZTAPALAPA,O3_MIGUELHIDALGO,PM10_MIGUELHIDALGO,O3_MILPAALTA,PM10_MILPAALTA,O3_TLALPAN,PM10_TLALPAN,O3_VENUSTIANO,PM10_VENUSTIANO,O3_XOCHIMILCO,PM10_XOCHIMILCO,O3_TOTAL_avg,PM10_TOTAL_avg
08/05/2013,0.133336533,,9.995976619,0.036907095,0.479138318,,2.958195764,0.024271635,,,6.947665303,,5.667780471,0.012682758,5.892178261,,3.008970013,0.024239354,2.870193451,,6.311069891,0.12157409,5.800169655,0.107076787,6.084188577,0.040843656,3.101443796,0.021811686,4.446909749,,3.606350061,,4.002846618,0.043121671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/05/2013,0.266673067,,9.995976619,0.036907095,0.718707476,,2.793851554,0.024271635,,,10.13983585,0.055464076,6.011282318,0.012682758,6.148359925,,3.665472561,,2.050138179,,8.231830293,0.243148181,1.450042414,,3.042094288,0.163374623,1.476877998,,4.212861867,,5.289313423,,4.204670817,0.04488174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2013,0.133336533,,6.247485387,0.036907095,0.239569159,,2.629507345,0.024271635,0.501947557,,8.449863206,0.027732038,5.925406856,0.012682758,6.404541589,,1.695964917,,1.640110543,,3.841520803,0.081049394,2.175063621,,1.935878183,,2.215316997,0.021811686,1.872383052,0.069132033,3.606350061,,3.139487544,0.047144684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2013,0.266673067,,7.496982465,0.07381419,0.479138318,,0.821721045,,,,8.07431373,,4.122022161,0.025365516,8.453994897,,1.531839279,0.016159569,0.820055272,,6.036675548,,5.800169655,,0.553108052,,2.363004797,0.021811686,4.915005512,0.034566017,4.568043411,,3.150699999,0.035201364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2013,0.8000192,,11.49537311,0.07381419,0.718707476,,0.657376836,0.024271635,,,8.825412682,0.055464076,4.465524008,0.025365516,2.305634972,,2.243050373,,0.410027636,,6.036675548,0.040524697,5.075148448,,0.276554026,,3.101443796,0.065435059,7.957627972,0.034566017,5.289313423,,3.543135942,0.035327084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2013,0.533346134,,6.747284218,0.036907095,0.958276635,,3.122539973,0.024271635,,,10.51538532,,4.465524008,0.012682758,17.16417146,0.037834906,1.969507645,,0.820055272,,3.018337774,0.040524697,2.175063621,,3.595202341,,3.987570595,0.087246745,2.574526697,,6.010583435,,4.002846618,0.039727254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/05/2013,1.066692267,,5.497787141,0.110721285,0.718707476,,2.300818927,0.024271635,,,6.384341089,,5.58190501,0.012682758,5.635996598,,1.695964917,,0.410027636,,3.018337774,,1.450042414,,3.318648315,,1.919941397,,2.106430934,,2.885080049,,2.904025978,0.04488174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2013,1.333365334,0.019692179,10.74567487,0.036907095,0.239569159,,2.465163136,0.072814904,,,8.262088468,,3.263267544,0.012682758,9.222539887,,1.586547825,,,,3.018337774,,4.350127241,,4.148310393,,3.101443796,,5.149053393,,7.212700122,,3.59919822,0.032561262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2013,0.266673067,,4.748088894,,0.718707476,,2.465163136,0.048543269,0.501947557,,7.698764254,,3.864395776,0.012682758,5.892178261,,2.078924736,0.032319139,0.410027636,,7.408647263,0.040524697,2.175063621,,2.488986236,0.040843656,3.249131596,,5.149053393,,5.048890086,,3.27403701,0.04035585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/05/2013,1.466701868,,6.997183634,0.036907095,,,1.972130509,0.024271635,,,8.07431373,,4.637274931,0.025365516,4.867451607,,2.188341828,,1.230082908,,6.311069891,0.040524697,5.800169655,,3.042094288,,2.363004797,0.021811686,3.978813986,0.069132033,4.808466748,,3.419798932,0.036709994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/05/2013,0.4000096,,5.247887725,0.036907095,,,,,,,7.886538992,,4.465524008,0.025365516,4.098906617,,1.969507645,,0.820055272,,3.018337774,0.081049394,2.900084827,,0.553108052,,2.215316997,0.065435059,2.106430934,,2.404233374,,2.500377579,0.038344343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/05/2013,0.933355734,0.019692179,7.74688188,0.036907095,0.479138318,,1.150409464,,,,6.572115827,,6.870036935,0.012682758,6.404541589,,1.313005097,,0.820055272,0.121112159,7.13425292,0.12157409,2.900084827,,0.553108052,,2.953755996,,3.978813986,0.034566017,1.442540024,,3.229187188,0.028035372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/05/2013,1.466701868,,8.246680711,0.036907095,,,,,0.501947557,,9.388736896,,4.723150393,0.012682758,5.892178261,,1.750673462,,0.820055272,,8.506224636,0.081049394,3.625106034,,4.701418446,,4.578321794,0.043623372,3.04262246,0.034566017,4.087196736,,3.59919822,0.036207118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2013,0.133336533,,5.747686556,0.110721285,0.479138318,,1.479097882,0.024271635,0.501947557,,10.51538532,,4.894901316,0.012682758,2.561816635,,2.626010193,,,,3.292732117,,1.450042414,,2.765540262,,3.987570595,,3.276670341,0.034566017,,,3.0497879,0.04035585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/05/2013,2.000048001,,6.247485387,0.07381419,,,1.8077863,0.024271635,,,9.764286371,,4.980776778,0.012682758,3.842724953,,2.188341828,,,,7.13425292,0.040524697,3.625106034,,3.042094288,,3.839882795,,3.744766104,0.069132033,,,3.363736654,0.034195611,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/05/2013,0.533346134,,5.747686556,0.036907095,0.718707476,,2.629507345,0.024271635,1.003895113,,6.947665303,0.083196114,4.980776778,0.012682758,3.58654329,,2.626010193,,,,6.311069891,,2.900084827,,1.106216105,,3.544507195,0.021811686,5.149053393,,2.163810037,,3.262824554,0.037715748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/05/2013,0.933355734,,5.247887725,0.036907095,1.197845794,,1.479097882,0.072814904,,,4.694368448,,3.864395776,0.012682758,4.098906617,,1.969507645,,,,2.469549088,,1.450042414,,2.21243221,,3.101443796,0.043623372,4.915005512,0.034566017,1.682963362,,2.601289679,0.036584275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/05/2013,0.266673067,,3.248692401,0.036907095,0.239569159,,2.465163136,0.048543269,0.501947557,,3.755494758,,3.177392082,0.012682758,4.611269944,,2.133633282,0.008079785,,,1.920760402,,2.900084827,0.214153574,1.382770131,,1.624565798,,5.617149156,,2.163810037,,2.309765836,0.029166845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/05/2013,0.266673067,,5.247887725,0.036907095,0.239569159,,2.629507345,0.048543269,,,8.637637944,,4.723150393,0.012682758,7.685449906,,1.914799099,,0.820055272,,6.311069891,0.040524697,5.800169655,,1.935878183,,1.919941397,,3.978813986,0.034566017,2.163810037,,3.195549821,0.025898147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/05/2013,1.333365334,,6.747284218,0.110721285,0.479138318,,5.587703109,0.048543269,,,7.510989517,,3.950271238,0.050731032,3.842724953,,1.750673462,0.024239354,2.870193451,,6.036675548,0.040524697,2.900084827,,5.531080524,0.204218278,2.510692597,0.021811686,5.149053393,0.034566017,3.125503386,,3.487073665,0.03582996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/05/2013,1.466701868,0.019692179,5.497787141,0.036907095,,,3.944261018,0.024271635,1.50584267,,6.196566351,,4.122022161,0.012682758,11.01581153,,1.805382008,0.016159569,0.410027636,,3.56712646,,2.900084827,,3.318648315,,4.135258395,,2.574526697,0.069132033,4.327620073,,3.408586476,0.039098658,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/05/2013,1.066692267,,10.74567487,0.036907095,0.479138318,,0.657376836,0.072814904,1.003895113,,7.510989517,,4.293773084,0.012682758,6.916904916,,2.133633282,0.008079785,2.050138179,,6.036675548,0.162098787,2.900084827,,1.382770131,,3.544507195,0.065435059,2.574526697,0.034566017,2.885080049,,3.341311743,0.038218624,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/05/2013,0.4000096,,6.747284218,0.07381419,0.479138318,,2.136474718,0.024271635,,,6.008791613,,5.58190501,0.012682758,11.78435652,,2.407176011,,2.870193451,,5.762281205,,2.175063621,,2.21243221,,3.396819396,0.021811686,3.978813986,,4.327620073,,3.688897864,0.037464309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/05/2013,0.533346134,,4.248290063,0.110721285,0.239569159,,2.300818927,0.048543269,,,6.759890565,,4.637274931,0.050731032,5.379814934,,1.805382008,0.008079785,1.640110543,,3.292732117,0.040524697,3.625106034,,4.148310393,0.040843656,2.658380397,,5.149053393,,5.289313423,,3.117062633,0.041361603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2013,0.133336533,,8.246680711,0.036907095,,,3.6155726,0.024271635,0.501947557,,7.510989517,,4.980776778,0.012682758,5.892178261,,1.860090554,0.008079785,2.050138179,,7.95743595,0.040524697,2.900084827,,2.21243221,,2.215316997,,4.212861867,0.069132033,5.770160098,,3.531923487,0.034949926,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/06/2013,1.066692267,,7.74688188,0.036907095,,,1.8077863,0.048543269,0.501947557,,8.637637944,,3.950271238,0.012682758,9.222539887,0.075669812,2.844844376,,0.820055272,,13.44532281,0.081049394,3.625106034,,2.765540262,,1.919941397,0.021811686,4.446909749,0.069132033,,,3.688897864,0.039601535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2013,1.200028801,,8.746479542,0.07381419,0.479138318,,2.793851554,0.024271635,0.501947557,,10.51538532,,5.753655933,0.025365516,7.173086579,0.037834906,3.227804196,,0.820055272,,3.018337774,0.040524697,1.450042414,,4.148310393,,4.873697394,0.021811686,4.915005512,,7.212700122,,4.350432739,0.041361603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2013,0.533346134,,9.246278373,0.036907095,0.479138318,,4.437293645,0.024271635,0.501947557,,8.825412682,,2.919765697,0.012682758,8.966358224,,1.969507645,,2.050138179,,3.292732117,,1.450042414,,4.701418446,0.081687311,3.987570595,0.021811686,4.68095763,0.10369805,5.52973676,,3.688897864,0.048779034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2013,0.8000192,,10.99557428,0.036907095,0.718707476,,4.765982063,0.024271635,,,9.764286371,,4.723150393,0.038048274,3.330361626,,2.79013583,0.008079785,2.050138179,,3.018337774,0.040524697,2.900084827,,4.701418446,,5.316760793,,6.319292801,0.069132033,5.52973676,,4.215883273,0.041361603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/06/2013,0.533346134,,8.496580126,0.184535474,,,4.272949436,0.048543269,,,7.135440041,,4.293773084,0.025365516,10.50344821,,2.352467465,0.016159569,,,1.920760402,,4.350127241,,4.148310393,,5.316760793,,5.851197038,0.10369805,11.29989686,,4.171033451,0.047270404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2013,0.4000096,,8.996378957,0.036907095,,,2.300818927,0.048543269,0.501947557,,8.637637944,,4.379648546,0.012682758,6.916904916,,2.188341828,0.016159569,0.820055272,,6.311069891,0.081049394,5.075148448,,4.148310393,0.081687311,5.759824192,0.043623372,5.851197038,,,,3.688897864,0.046767527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/06/2013,0.533346134,,9.246278373,0.036907095,0.718707476,,0.657376836,,,,8.449863206,0.027732038,4.036146699,0.025365516,1.793271645,,1.805382008,0.016159569,0.410027636,,4.939098176,0.12157409,5.800169655,,0.829662079,,2.510692597,0.021811686,5.383101275,0.034566017,,,2.803113878,0.041361603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2013,0.266673067,,10.24587603,0.07381419,,,3.6155726,0.024271635,0.501947557,,9.388736896,,4.551399469,0.025365516,5.123633271,,1.367713642,0.016159569,0.410027636,,7.408647263,0.040524697,4.350127241,,1.935878183,,2.658380397,,5.617149156,0.034566017,,,3.330099287,0.03142979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/06/2013,0.4000096,,11.49537311,0.036907095,0.239569159,,2.629507345,,,,7.135440041,,5.667780471,0.012682758,9.991084878,,2.024216191,,2.050138179,,3.292732117,0.12157409,4.350127241,,4.701418446,,4.873697394,0.021811686,4.446909749,,,,3.789809963,0.03733859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2013,1.333365334,,6.747284218,0.07381419,0.479138318,,1.479097882,,,,8.262088468,,4.036146699,0.012682758,7.685449906,,2.188341828,,2.050138179,,3.841520803,0.040524697,2.175063621,0.107076787,3.318648315,,3.544507195,0.021811686,2.808574578,,,,3.128275088,0.042493076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2013,0.666682667,,3.748491232,0.07381419,0.479138318,,0.821721045,0.024271635,,,6.947665303,,3.435018468,0.012682758,7.173086579,,1.477130734,,1.640110543,,4.939098176,0.081049394,1.450042414,0.107076787,4.148310393,,3.544507195,,4.915005512,0.034566017,,,2.72462669,0.035075645,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/06/2013,0.4000096,,4.748088894,0.036907095,,,2.465163136,,,,5.069917924,,4.036146699,0.012682758,6.404541589,,1.477130734,,2.050138179,,6.036675548,0.040524697,1.450042414,,1.659324157,,3.101443796,0.021811686,4.68095763,,,,2.679776868,0.030549756,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/06/2013,0.133336533,,5.497787141,0.07381419,0.239569159,,3.286884182,0.024271635,,,7.135440041,0.027732038,3.606769391,0.012682758,4.867451607,,1.14887946,,0.820055272,,5.487886862,0.081049394,2.175063621,,3.871756367,0.040843656,1.919941397,,2.106430934,0.034566017,,,2.52280249,0.030046879,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/06/2013,0.666682667,,7.496982465,0.110721285,,,2.300818927,0.024271635,,,9.576511634,0.027732038,3.520893929,0.012682758,4.611269944,,1.641256371,,1.640110543,,7.95743595,0.081049394,1.450042414,,2.21243221,,1.772253598,,4.915005512,0.10369805,,,2.971300711,0.028286811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/2013,0.4000096,,8.996378957,0.07381419,0.958276635,,2.629507345,0.048543269,,,6.759890565,,2.833890236,0.038048274,8.71017656,,1.14887946,,1.640110543,,5.213492519,,,,0.276554026,,2.953755996,0.021811686,2.340478815,,,,2.657351957,0.033315577,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/06/2013,0.4000096,,8.746479542,0.036907095,0.239569159,,1.150409464,0.048543269,,,8.825412682,0.027732038,5.58190501,0.012682758,5.892178261,,2.571301648,,0.820055272,,10.15259069,0.040524697,4.350127241,,4.424864419,,3.987570595,,5.851197038,0.034566017,,,3.82344733,0.029795441,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2013,0.266673067,,8.496580126,0.07381419,0.239569159,,1.643442091,0.024271635,,,10.13983585,,4.293773084,0.012682758,9.478721551,,2.516593102,,2.050138179,,6.311069891,0.081049394,,,1.935878183,,5.464448593,,2.340478815,0.138264067,,,3.543135942,0.042870233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/06/2013,0.666682667,,5.247887725,0.110721285,0.239569159,,0.986065255,,,,5.821016875,,3.177392082,0.012682758,6.916904916,,2.078924736,,1.230082908,,6.036675548,0.081049394,2.900084827,,4.148310393,,5.612136393,,3.978813986,,,,2.971300711,0.039727254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/2013,0.133336533,,7.996781296,0.07381419,0.479138318,,1.643442091,0.024271635,0.501947557,,9.576511634,,3.435018468,0.012682758,6.148359925,,2.133633282,,2.460165815,,3.292732117,0.040524697,0.725021207,,3.318648315,,3.987570595,0.043623372,4.212861867,0.069132033,,,3.094637722,0.033315577,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/06/2013,0.933355734,,6.247485387,0.110721285,0.239569159,,0.821721045,0.024271635,,,7.135440041,,4.637274931,0.012682758,6.404541589,,1.258296551,,0.820055272,,2.743943431,,5.075148448,0.107076787,2.21243221,,2.953755996,0.021811686,1.638335171,,,,2.601289679,0.034698488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/06/2013,,,8.496580126,0.110721285,0.718707476,,2.629507345,0.024271635,0.501947557,,7.323214779,,3.692644853,0.012682758,5.379814934,,2.626010193,,,,3.56712646,0.040524697,2.175063621,,1.106216105,,3.692194995,,2.106430934,,,,2.904025978,0.029166845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2013,0.8000192,,4.748088894,0.07381419,0.958276635,,0.986065255,0.024271635,,,6.947665303,,2.490388389,0.012682758,7.173086579,,2.024216191,0.024239354,,,4.390309489,0.081049394,2.175063621,,1.382770131,,1.919941397,,4.68095763,0.069132033,,,2.500377579,0.032561262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/06/2013,0.666682667,,7.74688188,0.036907095,,,0.821721045,,0.501947557,,6.008791613,,3.692644853,0.012682758,4.098906617,,2.024216191,0.008079785,,,3.56712646,,1.450042414,,1.659324157,,3.101443796,,7.021436445,0.069132033,7.693546797,,3.072212811,0.028035372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/06/2013,0.666682667,,5.747686556,0.036907095,0.239569159,,2.793851554,0.024271635,,,8.637637944,,4.980776778,0.025365516,6.404541589,,2.79013583,0.008079785,,,3.018337774,,7.250212069,,1.106216105,,2.658380397,0.021811686,3.04262246,,3.365926724,,3.318886832,0.034447049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/06/2013,0.4000096,,6.747284218,0.036907095,0.239569159,,1.479097882,,,,6.759890565,0.083196114,3.692644853,0.025365516,10.75962987,,2.680718739,0.008079785,2.460165815,,6.859858577,0.040524697,3.625106034,,4.701418446,0.163374623,3.396819396,0.043623372,4.212861867,,7.212700122,,3.744960141,0.037212871,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/06/2013,0.8000192,,7.247083049,0.036907095,1.197845794,,2.300818927,0.024271635,0.501947557,,6.196566351,,3.606769391,0.012682758,7.685449906,,2.735427285,0.008079785,0.410027636,,4.939098176,,2.900084827,,3.318648315,0.040843656,3.101443796,,6.319292801,,3.846773399,,3.464648754,0.041990199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/06/2013,0.666682667,,6.247485387,0.036907095,0.479138318,,1.150409464,0.024271635,,,6.196566351,,5.152527701,0.038048274,6.148359925,,2.024216191,,2.050138179,,8.780618979,0.081049394,1.450042414,,2.488986236,,3.101443796,0.021811686,5.149053393,0.069132033,5.770160098,,3.453436298,0.03884722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/06/2013,0.533346134,,8.496580126,0.036907095,1.197845794,,2.629507345,,,,9.388736896,,3.692644853,0.012682758,4.611269944,,2.078924736,,2.050138179,0.060556079,4.115915146,0.081049394,2.175063621,,0.276554026,,4.282946194,0.021811686,3.744766104,0.034566017,4.087196736,,3.296461921,0.038721501,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/06/2013,1.200028801,,7.496982465,0.036907095,0.239569159,,1.643442091,,0.501947557,,6.008791613,,6.354784165,0.012682758,8.966358224,0.075669812,1.313005097,,0.820055272,,4.664703832,,1.450042414,0.107076787,0.829662079,,3.396819396,0.021811686,5.149053393,0.069132033,5.770160098,,3.464648754,0.036961433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2013,0.8000192,,10.74567487,0.110721285,0.239569159,,3.286884182,0.097086539,,,9.200962158,,4.207897623,0.012682758,6.404541589,0.037834906,2.516593102,,2.870193451,,6.859858577,0.040524697,2.900084827,,2.765540262,0.040843656,3.544507195,,5.383101275,0.034566017,5.52973676,,3.980421707,0.03884722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2013,0.4000096,,9.246278373,0.036907095,0.479138318,,1.314753673,0.024271635,,,10.70316006,,4.036146699,0.012682758,6.148359925,,2.407176011,,1.230082908,,4.939098176,0.081049394,2.175063621,0.321230361,2.488986236,,1.772253598,0.043623372,4.915005512,0.241962117,2.885080049,,3.363736654,0.044630301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2013,1.200028801,,7.996781296,,0.239569159,,2.300818927,0.024271635,,,4.50659371,,4.379648546,0.012682758,5.635996598,0.037834906,1.641256371,,1.230082908,,7.683041606,0.12157409,0.725021207,,1.106216105,,4.726009594,0.021811686,3.510718223,0.10369805,6.972276785,,3.307674376,0.037715748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/07/2013,,,5.747686556,0.036907095,0.479138318,,1.314753673,0.024271635,0.501947557,,9.764286371,,4.809025855,0.038048274,7.94163157,,2.078924736,,2.050138179,,6.311069891,0.12157409,2.175063621,,3.042094288,0.163374623,4.135258395,0.021811686,3.510718223,,5.289313423,,3.565560853,0.037087152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/07/2013,1.066692267,,9.746077204,0.036907095,0.239569159,,0.493032627,0.097086539,,,5.069917924,,2.576263851,0.025365516,3.074179962,,1.367713642,0.008079785,1.230082908,,2.743943431,0.040524697,0.725021207,,1.935878183,,2.806068196,,3.744766104,0.069132033,2.163810037,,2.354615658,0.039978692,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/07/2013,0.8000192,,8.246680711,0.036907095,0.479138318,,0.493032627,0.024271635,,,6.759890565,,3.349143006,0.012682758,4.35508828,,1.531839279,,0.410027636,,6.859858577,0.081049394,0.725021207,,2.765540262,,2.806068196,,4.446909749,,1.442540024,,2.747051601,0.026401023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2013,0.666682667,,9.995976619,0.147628379,1.916553271,,3.6155726,0.024271635,,,8.637637944,,4.551399469,0.012682758,11.01581153,,1.641256371,,0.410027636,,7.683041606,0.040524697,6.525190862,,1.106216105,,3.692194995,0.043623372,2.808574578,,7.45312346,,4.002846618,0.030801194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/07/2013,0.666682667,,6.497384803,0.07381419,0.958276635,,1.972130509,0.048543269,,,9.01318742,,4.894901316,0.012682758,6.916904916,,3.008970013,,1.640110543,,5.487886862,0.040524697,2.175063621,,1.935878183,,3.249131596,0.021811686,5.149053393,,6.251006773,,3.789809963,0.04488174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/07/2013,0.4000096,,8.246680711,0.07381419,0.239569159,,1.643442091,0.024271635,,,7.135440041,,4.894901316,0.012682758,11.78435652,,2.899552922,,1.230082908,,6.311069891,0.202623484,2.175063621,,2.488986236,,3.692194995,0.021811686,3.276670341,,5.770160098,,3.834659786,0.042493076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2013,0.266673067,,5.247887725,0.036907095,0.239569159,,1.972130509,0.072814904,,,6.572115827,,5.238403163,0.038048274,8.197813233,,1.641256371,0.016159569,1.230082908,,6.311069891,,2.175063621,,3.042094288,,3.544507195,0.021811686,3.978813986,0.069132033,5.289313423,,3.330099287,0.042995952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2013,0.666682667,,6.247485387,0.036907095,0.718707476,,1.314753673,0.048543269,,,6.008791613,,4.551399469,0.012682758,5.892178261,,1.860090554,0.008079785,1.640110543,,5.762281205,0.040524697,1.450042414,,2.21243221,,3.101443796,,2.808574578,,0.240423337,,2.825538789,0.03733859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2013,0.8000192,,7.996781296,0.07381419,0.479138318,,1.8077863,0.024271635,,,8.262088468,,4.465524008,0.012682758,5.379814934,,1.422422188,0.008079785,1.230082908,,4.939098176,,2.175063621,0.107076787,3.318648315,,3.101443796,,5.851197038,0.069132033,2.404233374,,3.206762277,0.031681228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2013,0.666682667,,3.498591817,,0.479138318,,0.986065255,0.048543269,0.501947557,,5.633242137,,3.435018468,0.025365516,6.404541589,,1.531839279,0.016159569,0.820055272,,3.841520803,0.040524697,2.900084827,,1.659324157,,4.578321794,,3.510718223,0.069132033,7.45312346,,2.8479637,0.035955679,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/07/2013,0.8000192,,6.497384803,0.036907095,,,3.451228391,0.048543269,,,6.759890565,,4.637274931,0.038048274,8.453994897,,1.750673462,,0.820055272,,3.841520803,0.040524697,2.175063621,,1.106216105,,2.806068196,,2.808574578,0.069132033,2.885080049,,3.072212811,0.031932666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/07/2013,1.333365334,,7.496982465,0.036907095,0.239569159,,0.986065255,0.024271635,0.501947557,,6.384341089,,4.980776778,0.012682758,1.793271645,,2.626010193,,0.410027636,,3.56712646,0.040524697,2.175063621,,2.488986236,,3.987570595,,2.574526697,0.138264067,4.327620073,0.035507594,3.105850177,0.034447049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/07/2013,1.733374934,,7.74688188,0.036907095,0.718707476,,1.8077863,,,,6.759890565,,3.435018468,0.012682758,13.06526484,,1.695964917,,1.640110543,,5.213492519,0.040524697,1.450042414,,3.318648315,,2.363004797,,1.638335171,,1.682963362,,3.17312491,0.034824207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2013,0.4000096,,4.498189479,0.036907095,0.479138318,,1.643442091,0.024271635,0.501947557,,8.07431373,,4.207897623,0.025365516,4.867451607,,2.297758919,,1.640110543,,4.390309489,0.040524697,1.450042414,,1.935878183,,2.363004797,,3.510718223,0.069132033,7.212700122,,3.105850177,0.035578522,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/07/2013,0.666682667,,5.247887725,0.036907095,,,1.479097882,0.024271635,0.501947557,,4.882143186,,4.723150393,0.012682758,6.660723252,,1.641256371,0.008079785,2.870193451,,5.487886862,0.040524697,4.350127241,,1.935878183,,1.329190198,,3.276670341,0.069132033,5.048890086,,2.881601067,0.034824207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
