D_x,Date_x,Date_y,O3,PM10,D_y,Date,Unnamed: 0,date,Cases/100k_ÁLVARO OBREGÓN,ASMA/100k_ÁLVARO OBREGÓN,Cases/100k_AZCAPOTZALCO,ASMA/100k_AZCAPOTZALCO,Cases/100k_BENITO JUÁREZ,ASMA/100k_BENITO JUÁREZ,Cases/100k_COYOACÁN,ASMA/100k_COYOACÁN,Cases/100k_CUAJIMALPA DE MORELOS,ASMA/100k_CUAJIMALPA DE MORELOS,Cases/100k_CUAUHTÉMOC,ASMA/100k_CUAUHTÉMOC,Cases/100k_GUSTAVO A. MADERO,ASMA/100k_GUSTAVO A. MADERO,Cases/100k_IZTACALCO,ASMA/100k_IZTACALCO,Cases/100k_IZTAPALAPA,ASMA/100k_IZTAPALAPA,Cases/100k_LA MAGDALENA CONTRERAS,ASMA/100k_LA MAGDALENA CONTRERAS,Cases/100k_MIGUEL HIDALGO,ASMA/100k_MIGUEL HIDALGO,Cases/100k_MILPA ALTA,ASMA/100k_MILPA ALTA,Cases/100k_TLÁHUAC,ASMA/100k_TLÁHUAC,Cases/100k_TLALPAN,ASMA/100k_TLALPAN,Cases/100k_VENUSTIANO CARRANZA,ASMA/100k_VENUSTIANO CARRANZA,Cases/100k_XOCHIMILCO,ASMA/100k_XOCHIMILCO,Cases/100k_TOTAL,ASMA/100k_TOTAL,day,month,year,month_and_year,date_woh
,01 11 2014,,,,,01 11 2014,676,2014-01-11,2.0000480011520283,,8.496580126499081,0.07381418969176587,1.437414952948617,,3.779916808961361,0.02427163465070013,,,7.135440040709564,,6.183033241532465,,5.635996597907507,,2.4618845562152187,,,,6.0366755478969045,,3.625106034351505,,3.871756366965069,,5.464448592830643,0.06543505863481841,6.787388563952413,0.06913203334069816,5.289313423075352,,4.305582917061578,0.003311885770334009,11,01,2014,01 2014,01 11 2014
,01 12 2014,,,,,01 12 2014,677,2014-01-12,2.133384534562163,,11.745272527807556,0.036907094845882935,2.635260747072465,,2.9581957635349783,0.04854326930140025,,,8.262088468190019,,5.066652239589104,,8.197813233320014,0.07566981247821616,3.0089700131519344,0.008079784744097145,,,9.055013321845355,0.04052469680968108,6.5251908618327095,,3.5952023407532776,,6.055199792055577,0.02181168621160614,8.425723734561616,0.06913203334069816,6.251006772725416,,4.9334804257997265,0.0016559428851670047,12,01,2014,01 2014,01 12 2014
,01 13 2014,,,,,01 13 2014,678,2014-01-13,2.2667210679722984,,11.745272527807556,0.1107212845376488,0.4791383176495391,,1.4790978817674891,,2.00779022607718,,9.952061109410707,,5.8395313947806615,0.012682757994037978,7.941631569778762,,4.759643475349424,0.008079784744097145,,,12.347745438880034,0.08104939361936216,6.5251908618327095,,5.254526498024021,,5.31676079302441,0.02181168621160614,8.659771616077219,0.03456601667034908,6.010583435312898,,5.482890745945604,0.0016559428851670047,13,01,2014,01 2014,01 13 2014
,01 14 2014,,,,,01 14 2014,679,2014-01-14,0.5333461336405407,,11.245473696837022,0.1107212845376488,1.6769841117733868,,3.2868841817055316,0.02427163465070013,,,9.764286371497297,,5.152527701277054,,8.197813233320014,,2.7354272846835763,,,,9.055013321845355,0.04052469680968108,3.625106034351505,,8.573174812565508,0.04084365565877481,7.089014390699212,0.02181168621160614,7.021436445468013,0.03456601667034908,10.338203508738188,,5.157729536063349,0.003311885770334009,14,01,2014,01 2014,01 14 2014
,01 15 2014,,,,,01 15 2014,680,2014-01-15,0.8000192004608111,,7.247083049072748,0.036907094845882935,1.437414952948617,,4.108605227131913,0.02427163465070013,1.0038951130385898,,8.07431373027661,,4.551399469461399,,7.173086579155012,,5.197311840898795,,,,6.311069890983127,0.08104939361936216,2.900084827481204,,3.5952023407532776,,5.612136392636877,0.02181168621160614,6.085244919405612,0.03456601667034908,5.770160097900384,,4.653169037970195,0.003311885770334009,15,01,2014,01 2014,01 15 2014
,01 16 2014,,,,,01 16 2014,681,2014-01-16,0.9333557338709464,,10.49577545038122,0.1107212845376488,1.9165532705981565,0.03538144196826035,3.779916808961361,0.02427163465070013,0.5019475565192949,,8.262088468190019,,4.465524007773447,0.012682757994037978,5.123633270825008,,4.65022638396208,,,,7.683041606414242,0.04052469680968108,4.350127241221807,,5.254526498024021,,6.645950991280513,,6.553340682436812,0.03456601667034908,2.644656711537676,,4.698018860022921,0.0016559428851670047,16,01,2014,01 2014,01 16 2014
,01 17 2014,,,,,01 17 2014,682,2014-01-17,0.8000192004608111,,10.995574281351757,0.1107212845376488,0.4791383176495391,,2.300818927193872,0.04854326930140025,0.5019475565192949,,7.698764254449792,,3.8643957759577914,0.012682757994037978,5.635996597907507,,2.790135830377248,,1.2300829075879711,,6.585464234069351,0.04052469680968108,2.900084827481204,,4.70141844560044,,7.5320777901179135,,7.723580090014813,0.03456601667034908,,,4.014059073718867,0.0016559428851670047,17,01,2014,01 2014,01 17 2014
,01 18 2014,,,,,01 18 2014,683,2014-01-18,1.0666922672810817,,9.746077203925418,0.036907094845882935,1.9165532705981565,,2.1364747181085955,0.02427163465070013,0.5019475565192949,,8.44986320610343,,2.83389023570238,0.012682757994037978,7.173086579155012,,4.048432381331693,0.008079784744097145,0.4100276358626571,,10.426985037276474,0.04052469680968108,6.5251908618327095,,1.3827701310589529,,5.464448592830643,,4.9150055118276095,,0.240423337412516,,4.047696440258411,0.003311885770334009,18,01,2014,01 2014,01 18 2014
,01 19 2014,,,,,01 19 2014,684,2014-01-19,1.7333749343317573,,9.995976619410687,0.07381418969176587,0.9582766352990782,,4.437293645302467,0.02427163465070013,1.0038951130385898,,7.323214778622973,,4.980776777901152,,3.842724953118756,,2.2977589191342043,0.024239354232291437,0.8200552717253142,,12.896534125052476,0.04052469680968108,5.800169654962407,,3.318648314541487,,4.873697393605709,,4.4469097487964095,,0.7212700122375479,,4.0813338067979545,0.003311885770334009,19,01,2014,01 2014,01 19 2014
,01 20 2014,,,,,01 20 2014,685,2014-01-20,1.3333653341013518,,11.495373112322287,0.036907094845882935,1.9165532705981565,,4.930326272558297,0.02427163465070013,,,10.139835847324118,,6.0971577798445145,0.012682757994037978,10.503448205191264,0.2648443436737565,4.103140927025366,0.008079784744097145,1.6401105434506285,,7.957435949500465,,11.600339309924815,,12.168377153318787,0.04084365565877481,5.9075119922493435,,3.978813985765208,0.03456601667034908,,,5.4380409238928795,0.003311885770334009,20,01,2014,01 2014,01 20 2014
,01 21 2014,,,,,01 21 2014,686,2014-01-21,1.2000288006912163,,16.7432608375129,0.036907094845882935,1.9165532705981565,,4.601637854387744,0.04854326930140025,,,14.834204295159356,,4.980776777901152,,8.966358223943761,,4.2125580184127065,0.03231913897638858,2.0501381793132856,,12.073351095793807,,7.975233275573309,,6.084188576659392,,5.021385193411943,0.02181168621160614,8.191675853046016,,0.480846674825032,,5.763202133775134,0.0016559428851670047,21,01,2014,01 2014,01 21 2014
,01 22 2014,,,,,01 22 2014,687,2014-01-22,1.6000384009216222,,2.498994154852672,0.07381418969176587,2.156122429422926,,4.108605227131913,0.02427163465070013,,,13.14423165393867,,4.809025854525251,0.012682757994037978,13.57762816768627,,3.774889652863336,0.01615956948819429,,,12.073351095793807,0.1215740904290432,0.7250212068703009,,4.4248644193886495,,6.055199792055577,,6.787388563952413,0.10369805001104723,,,4.87741814823382,0.003311885770334009,22,01,2014,01 2014,01 22 2014
,01 23 2014,,,,,01 23 2014,688,2014-01-23,1.0666922672810817,,9.246278372954883,0.036907094845882935,0.9582766352990782,,4.601637854387744,0.02427163465070013,0.5019475565192949,,11.454259012717984,,6.354784164908367,0.012682757994037978,7.429268242696262,,3.4466383787013064,0.01615956948819429,0.4100276358626571,,13.445322811224926,0.04052469680968108,9.425275689313912,,3.871756366965069,,5.31676079302441,,7.957627971530415,,,,5.0680298919579005,0.003311885770334009,23,01,2014,01 2014,01 23 2014
,01 24 2014,,,,,01 24 2014,689,2014-01-24,2.0000480011520283,,10.245876034895954,0.036907094845882935,0.7187074764743087,,5.094670481643575,0.02427163465070013,,,8.82541268193025,,6.870036935036072,,7.429268242696262,,3.282512741620292,,0.4100276358626571,,11.798956752707586,0.08104939361936216,10.150296896184214,,4.4248644193886495,,4.1352583945745405,0.02181168621160614,6.085244919405612,,,,4.866205692720638,0.0016559428851670047,24,01,2014,01 2014,01 24 2014
,01 25 2014,,,,,01 25 2014,690,2014-01-25,2.0000480011520283,,9.995976619410687,0.07381418969176587,0.4791383176495391,,3.6155725998760846,0.02427163465070013,0.5019475565192949,,11.454259012717984,0.055464075803247234,4.809025854525251,0.012682757994037978,5.379814934366259,,2.7354272846835763,0.01615956948819429,,,12.347745438880034,0.04052469680968108,7.975233275573309,,3.5952023407532776,,4.873697393605709,0.02181168621160614,5.14905339334321,0.03456601667034908,0.7212700122375479,,4.4289199277065725,0.004967828655501013,25,01,2014,01 2014,01 25 2014
,01 26 2014,,,,,01 26 2014,691,2014-01-26,2.400057601382433,,11.495373112322287,0.036907094845882935,1.1978457941238478,,1.4790978817674891,0.02427163465070013,,,10.890934798977757,,6.011282318156563,0.012682757994037978,8.710176560402513,,3.118387104539277,,1.6401105434506285,,18.65881532986316,0.04052469680968108,6.5251908618327095,,1.9358781834825345,,7.236702190505446,,4.9150055118276095,0.03456601667034908,8.41481680943806,,5.494103201458786,0.0016559428851670047,26,01,2014,01 2014,01 26 2014
,01 27 2014,,,,,01 27 2014,692,2014-01-27,2.0000480011520283,,17.4929590839687,0.036907094845882935,1.437414952948617,,3.9442610180466375,0.04854326930140025,0.5019475565192949,,17.83860010177391,,5.3242786246529565,,14.602354821851273,,6.07264857199754,0.01615956948819429,2.0501381793132856,,14.268505840483591,0.1620987872387243,2.1750636206109033,,8.296620786353719,0.04084365565877481,7.236702190505446,0.06543505863481841,9.83001102365522,0.03456601667034908,14.184976907338443,,7.635682204476392,0.0016559428851670047,27,01,2014,01 2014,01 27 2014
,01 28 2014,,,,,01 28 2014,693,2014-01-28,1.6000384009216222,,15.243864344601295,0.07381418969176587,2.635260747072465,,2.300818927193872,0.04854326930140025,1.0038951130385898,,14.646429557245948,0.08319611370487084,6.870036935036072,,6.148359924990009,,5.634980206448168,0.008079784744097145,4.510303994489229,,12.896534125052476,,7.975233275573309,,9.40283689120088,0.16337462263509925,6.645950991280513,0.04362337242321227,6.787388563952413,0.03456601667034908,9.857356833913157,,6.76111067444826,0.006623771540668019,28,01,2014,01 2014,01 28 2014
,01 29 2014,,,,,01 29 2014,694,2014-01-29,2.5333941347925686,,10.995574281351757,0.07381418969176587,2.156122429422926,,2.6295073453644253,0.02427163465070013,0.5019475565192949,,14.646429557245948,,7.127663320099924,0.012682757994037978,8.197813233320014,0.1891745311955404,4.321975109800052,0.01615956948819429,3.280221086901257,,14.268505840483591,0.04052469680968108,13.775402930535718,0.1070767868555349,8.573174812565508,,7.384389990311679,,7.021436445468013,,9.616933496500641,,6.626561208290084,0.0016559428851670047,29,01,2014,01 2014,01 29 2014
,01 30 2014,,,,,01 30 2014,695,2014-01-30,2.8000672016128387,,11.245473696837022,0.036907094845882935,1.6769841117733868,,,,,,18.777473791340963,,5.925406856468612,0.012682757994037978,9.734903214567511,,5.853814389222853,0.008079784744097145,2.8701934510386002,,13.994111497397368,0.08104939361936216,4.350127241221807,,5.531080524235811,,9.452019187598953,,7.021436445468013,,7.2127001223754785,,6.67141103034281,0.006623771540668019,30,01,2014,01 2014,01 30 2014
,01 31 2014,,,,,01 31 2014,696,2014-01-31,1.6000384009216222,,11.995171943292826,0.036907094845882935,0.4791383176495391,,4.108605227131913,0.02427163465070013,0.5019475565192949,,19.904122218821414,,6.698286011660169,,11.528174859356264,,3.6654725614759927,0.05655849320868001,3.690248722763914,,14.542900183569815,0.04052469680968108,3.625106034351505,,5.254526498024021,,7.5320777901179135,0.02181168621160614,7.957627971530415,0.03456601667034908,5.770160097900384,,6.492011742131911,0.004967828655501013,31,01,2014,01 2014,01 31 2014
,02 01 2014,,,,,02 01 2014,697,2014-02-01,2.2667210679722984,,10.745674865866489,0.07381418969176587,1.9165532705981565,,3.779916808961361,0.02427163465070013,1.5058426695578846,,13.332006391852081,,6.955912396724023,0.012682757994037978,5.635996597907507,,3.6654725614759927,0.024239354232291437,1.2300829075879711,,10.701379380362694,,8.700254482443611,,2.7655402621179057,,4.430633994187008,0.02181168621160614,10.29810678668642,0.03456601667034908,9.376510159088124,,5.740777222748772,0.0016559428851670047,01,02,2014,02 2014,02 01 2014
,02 02 2014,,,,,02 02 2014,698,2014-02-02,2.666730668202704,,14.494166098145495,0.07381418969176587,1.6769841117733868,,4.930326272558297,0.02427163465070013,1.0038951130385898,,10.139835847324118,,5.8395313947806615,,7.429268242696262,,3.118387104539277,0.01615956948819429,1.2300829075879711,,9.878196351104023,0.04052469680968108,5.075148448092107,,4.70141844560044,,8.565892388761549,,4.4469097487964095,,5.529736760487868,,5.471678290432424,0.0016559428851670047,02,02,2014,02 2014,02 02 2014
,02 03 2014,,,,,02 03 2014,699,2014-02-03,2.133384534562163,,14.244266682660227,0.07381418969176587,1.6769841117733868,,3.2868841817055316,0.02427163465070013,0.5019475565192949,,4.694368447835239,,7.127663320099924,0.012682757994037978,20.49453308330003,0.03783490623910808,2.7354272846835763,0.01615956948819429,2.8701934510386002,,14.542900183569815,0.08104939361936216,7.975233275573309,,1.3827701310589529,,7.827453389730381,,8.659771616077219,0.03456601667034908,1.682963361887612,,5.740777222748772,0.0016559428851670047,03,02,2014,02 2014,02 03 2014
,02 04 2014,,,,,02 04 2014,700,2014-02-04,1.6000384009216222,,11.495373112322287,0.036907094845882935,1.9165532705981565,,3.1225399726202547,0.02427163465070013,0.5019475565192949,,9.576511633583886,,7.3852897051637765,,12.040538186438766,0.07566981247821616,4.431392201187394,0.01615956948819429,2.4601658151759427,,16.738054928259597,0.08104939361936216,5.075148448092107,,9.40283689120088,,7.236702190505446,,10.29810678668642,0.03456601667034908,0.480846674825032,,6.2117003543023825,0.004967828655501013,04,02,2014,02 2014,02 04 2014
,02 05 2014,,,,,02 05 2014,701,2014-02-05,2.2667210679722984,,15.74366317557183,0.07381418969176587,2.395691588247696,,3.9442610180466375,0.02427163465070013,0.5019475565192949,,12.580907440198441,,9.4463007856746,0.012682757994037978,10.759629868732517,,5.744397297835509,0.01615956948819429,3.690248722763914,,12.073351095793807,0.04052469680968108,7.25021206870301,,8.849728838777299,0.08168731131754962,7.6797655899241475,0.02181168621160614,7.723580090014813,0.06913203334069816,,,6.940509962659159,0.0016559428851670047,05,02,2014,02 2014,02 05 2014
,02 06 2014,,,,,02 06 2014,702,2014-02-06,1.8667114677418928,,11.745272527807556,0.07381418969176587,1.1978457941238478,,2.300818927193872,0.02427163465070013,,,9.388736895670478,,6.268908703220417,0.012682757994037978,11.271993195815014,,3.282512741620292,,2.4601658151759427,,13.1709284681387,0.08104939361936216,5.800169654962407,,6.360742602871183,,7.384389990311679,,7.723580090014813,0.06913203334069816,9.857356833913157,,5.785627044801497,0.003311885770334009,06,02,2014,02 2014,02 06 2014
,02 07 2014,,,,,02 07 2014,703,2014-02-07,1.7333749343317573,,10.49577545038122,0.036907094845882935,1.437414952948617,,1.150409463596936,0.02427163465070013,,,4.882143185748649,,6.354784164908367,,6.91690491561376,,3.391929833007635,0.01615956948819429,,,15.091688869742262,0.04052469680968108,3.625106034351505,,8.573174812565508,,8.713580188567782,,4.680957630312009,0.03456601667034908,5.770160097900384,0.14203037489810486,5.056817436444717,0.0016559428851670047,07,02,2014,02 2014,02 07 2014
,02 08 2014,,,,,02 08 2014,704,2014-02-08,1.7333749343317573,,13.994367267174963,0.1107212845376488,2.874829905897234,,3.1225399726202547,0.02427163465070013,0.5019475565192949,,4.694368447835239,,4.465524007773447,,8.197813233320014,,3.720181107169663,0.03231913897638858,,,18.65881532986316,0.04052469680968108,5.075148448092107,0.1070767868555349,3.5952023407532776,,4.726009593799477,0.02181168621160614,5.851197037890012,,1.442540024475096,,4.810143415154731,0.003311885770334009,08,02,2014,02 2014,02 08 2014
,02 09 2014,,,,,02 09 2014,705,2014-02-09,2.133384534562163,,9.995976619410687,0.036907094845882935,3.3539682235467736,,1.6434420908527656,0.04854326930140025,,,4.694368447835239,,5.753655933092711,0.012682757994037978,11.015811532273764,,6.729151120321598,0.01615956948819429,,,10.152590694190248,,5.075148448092107,,1.3827701310589529,,7.089014390699212,0.06543505863481841,9.83001102365522,0.10369805001104723,3.365926723775224,,5.505315656971966,0.0016559428851670047,09,02,2014,02 2014,02 09 2014
,02 10 2014,,,,,02 10 2014,706,2014-02-10,1.4667018675114867,,12.494970774263358,0.036907094845882935,2.874829905897234,,3.1225399726202547,0.02427163465070013,,,5.8210168753156974,,7.64291609022763,0.012682757994037978,11.015811532273764,,4.540809292574737,0.01615956948819429,,,15.091688869742262,0.08104939361936216,5.075148448092107,,6.084188576659392,,8.418204588955316,0.04362337242321227,6.085244919405612,0.03456601667034908,11.299896858388252,,6.189275443276019,0.0016559428851670047,10,02,2014,02 2014,02 10 2014
,02 11 2014,,,,,02 11 2014,707,2014-02-11,0.9333557338709464,,7.746881880043283,0.14762837938353174,2.156122429422926,,4.272949436217191,0.04854326930140025,,,11.454259012717984,,5.238403162965005,0.06341378997018987,5.123633270825008,,3.0089700131519344,0.024239354232291437,,,7.134252920241798,0.08104939361936216,5.800169654962407,,8.296620786353719,,8.270516789149081,,5.383101274858809,,13.70413023251341,,5.269854091195161,0.0016559428851670047,11,02,2014,02 2014,02 11 2014
,02 12 2014,,,,,02 12 2014,708,2014-02-12,1.4667018675114867,,12.245071358778093,0.036907094845882935,1.9165532705981565,,2.9581957635349783,0.02427163465070013,1.0038951130385898,,8.63763794401684,,6.955912396724023,,9.734903214567511,,1.7506734621974889,0.008079784744097145,,,10.701379380362694,0.04052469680968108,2.1750636206109033,,4.4248644193886495,,6.498263191474278,,6.787388563952413,0.03456601667034908,8.895663484263089,0.035507593724526214,5.079242347471081,0.0016559428851670047,12,02,2014,02 2014,02 12 2014
,02 13 2014,,,,,02 13 2014,709,2014-02-13,0.9333557338709464,,10.995574281351757,0.14762837938353174,0.7187074764743087,,3.1225399726202547,0.02427163465070013,,,10.139835847324118,,4.894901316213201,,8.966358223943761,,3.8843067442506793,0.01615956948819429,,,15.640477555914707,0.04052469680968108,5.800169654962407,,6.360742602871183,0.04084365565877481,7.384389990311679,,3.5107182227340066,0.03456601667034908,7.2127001223754785,,5.3034914577347045,0.0016559428851670047,13,02,2014,02 2014,02 13 2014
,02 14 2014,,,,,02 14 2014,710,2014-02-14,1.7333749343317573,,3.9983906477642734,0.1107212845376488,0.9582766352990782,,2.300818927193872,0.02427163465070013,,,9.01318741984366,,6.0971577798445145,0.03804827398211393,5.635996597907507,,3.556055470088649,,0.8200552717253142,,10.426985037276474,0.04052469680968108,2.1750636206109033,,3.5952023407532776,,4.873697393605709,,6.085244919405612,0.03456601667034908,4.3276200734252885,,4.328007828087942,0.0016559428851670047,14,02,2014,02 2014,02 14 2014
,02 15 2014,,,,,02 15 2014,711,2014-02-15,2.400057601382433,,11.995171943292826,0.036907094845882935,0.2395691588247696,,1.3147536726822129,0.04854326930140025,,,9.952061109410707,,4.894901316213201,,5.635996597907507,,3.0636785588456057,,,,9.055013321845355,0.04052469680968108,5.800169654962407,,2.4889862359061152,,4.873697393605709,0.04362337242321227,6.319292800921213,0.03456601667034908,12.021166870625796,,4.7428686820756445,0.0016559428851670047,15,02,2014,02 2014,02 15 2014
,02 16 2014,,,,,02 16 2014,712,2014-02-16,1.3333653341013518,,14.244266682660227,0.036907094845882935,1.1978457941238478,,,,,,12.393132702285031,,4.6372749311493475,,5.635996597907507,,2.790135830377248,,,,16.189266242087154,0.08104939361936216,1.4500424137406018,,0.8296620786353718,,10.485833786242583,0.04362337242321227,8.191675853046016,0.10369805001104723,6.731853447550448,,5.1913669026028915,0.0016559428851670047,16,02,2014,02 2014,02 16 2014
,02 17 2014,,,,,02 17 2014,713,2014-02-17,0.8000192004608111,,12.994769605233893,0.036907094845882935,1.9165532705981565,,3.9442610180466375,0.04854326930140025,,,16.524176936380037,0.08319611370487084,6.0971577798445145,,8.966358223943761,,2.7354272846835763,0.01615956948819429,,,13.719717154311144,0.04052469680968108,6.5251908618327095,,4.977972471812231,,8.565892388761549,0.02181168621160614,11.468346194264422,0.06913203334069816,5.048890085662835,,6.043513521604662,0.003311885770334009,17,02,2014,02 2014,02 17 2014
,02 18 2014,,,,,02 18 2014,714,2014-02-18,1.0666922672810817,,8.246680711013816,0.1107212845376488,1.6769841117733868,,8.217210454263826,0.02427163465070013,,,12.580907440198441,,7.471165166851728,,11.784356522897514,,2.7354272846835763,0.008079784744097145,,,12.896534125052476,0.1215740904290432,3.625106034351505,,3.318648314541487,0.08168731131754962,7.9751411895366155,0.06543505863481841,5.617149156374412,0.03456601667034908,1.2021166870625801,,5.550165479024692,0.0016559428851670047,18,02,2014,02 2014,02 18 2014
,02 19 2014,,,,,02 19 2014,715,2014-02-19,1.7333749343317573,,9.246278372954883,0.036907094845882935,1.437414952948617,,1.3147536726822129,0.04854326930140025,0.5019475565192949,,11.266484274804574,,7.299414243475827,,9.222539887485011,,2.5165931019088905,,0.4100276358626571,,9.603802008017805,,4.350127241221807,,7.190404681506555,0.04084365565877481,6.350575391668045,0.02181168621160614,6.319292800921213,0.03456601667034908,,,4.821355870667913,0.003311885770334009,19,02,2014,02 2014,02 19 2014
