Date_x,Cases/100k_VENUSTIANO CARRANZA,PM10,Date_x,Cases/100k_VENUSTIANO CARRANZA_GF,cases2,PM10_fg,PM10_sd,pm_1,pm_2,pm_3,pm_4,cases_wo,PM10_wo,cases_wo_original,PM10_wo_original
10 07 2015,6.085244919,59.63636364,10 07 2015,7.068971571,-4.710892361,42.2019975,7.104907494,7.139516946,36.9579136,6.929626149,34.40845602,6.929626149,34.40845602,6.085244919,59.63636364
10 08 2015,4.915005512,75.29166667,10 08 2015,9.291817924,1.294963527,42.41561964,-17.72107836,7.104409764,33.89079649,6.67224035,32.7889631,6.67224035,32.7889631,4.915005512,75.29166667
10 09 2015,8.191675853,72.18181818,10 09 2015,6.803771916,1.978008861,49.73414928,1.133318508,6.544951738,32.37665797,6.510891084,33.00736427,6.510891084,33.00736427,8.191675853,72.18181818
10 10 2015,9.595963142,35.52380952,10 10 2015,5.610689435,0.503436993,39.33160056,9.456960989,6.367359549,32.09943485,6.704050801,34.06353038,6.704050801,34.06353038,9.595963142,35.52380952
10 11 2015,6.319292801,43.25,10 11 2015,6.395615815,-1.85056979,30.06237035,-5.728275193,6.620361965,34.546,7.051511599,34.78095118,7.051511599,34.78095118,6.319292801,43.25
10 12 2015,10.06405891,40.94736842,10 12 2015,7.683979189,0.263654939,30.25010113,1.563165412,7.124430888,35.54515628,7.365256128,34.59206605,7.365256128,34.59206605,10.06405891,40.94736842
10 13 2015,6.553340682,52.375,10 13 2015,7.121772772,-1.149058074,24.70955672,15.06185128,7.409741943,34.25169727,7.582128238,35.06077427,7.582128238,35.06077427,6.553340682,52.375
10 14 2015,5.383101275,39,10 14 2015,6.823221294,1.632624403,20.73217772,4.89246522,7.561595552,33.9793446,7.872845799,38.4194377,7.872845799,38.4194377,5.383101275,39
10 15 2015,6.319292801,28.68181818,10 15 2015,5.375611742,1.636064906,31.81665,-7.312968417,7.77504722,36.95128094,8.106773313,42.59122172,8.106773313,42.59122172,6.319292801,28.68181818
10 16 2015,7.957627972,31.2173913,10 16 2015,5.560626593,0.721312168,47.7935875,-28.06506134,8.281894625,44.32768756,8.224740132,46.03239299,8.224740132,46.03239299,7.957627972,31.2173913
10 17 2015,7.021436445,24.625,10 17 2015,7.38170635,-2.785333628,56.45755658,3.540515969,8.263378094,46.49469665,7.981761652,47.62463167,7.981761652,47.62463167,7.021436445,24.625
10 18 2015,7.021436445,18.75,10 18 2015,9.924098275,-1.253466833,37.05646433,17.46777627,8.128947678,47.27479477,7.604168861,48.58974078,7.604168861,48.58974078,7.021436445,18.75
10 19 2015,5.149053393,31.33333333,10 19 2015,9.681156572,1.62904347,21.19588805,17.12544411,7.552959184,49.1044036,7.180040664,49.18712932,7.180040664,49.18712932,5.149053393,31.33333333
10 20 2015,5.383101275,48.33333333,10 20 2015,8.184748036,0.473525674,22.80308803,23.18312008,7.130599721,49.39002398,6.997142275,48.93403633,6.997142275,48.93403633,5.383101275,48.33333333
10 21 2015,7.255484327,60.29166667,10 21 2015,8.31738297,-4.098693311,41.53573213,-62.40460935,6.856563087,49.06696039,6.850838945,46.90804059,6.850838945,46.90804059,7.255484327,60.29166667
10 22 2015,10.29810679,36.33333333,10 22 2015,8.923543578,4.502215264,83.45149631,19.44443744,7.004264018,48.34512461,6.916282076,44.16252362,6.916282076,44.16252362,10.29810679,36.33333333
10 23 2015,9.830011024,19.10526316,10 23 2015,5.431010876,-1.558197177,62.96265114,-11.01010955,6.691689729,43.31203676,7.066594313,41.47591005,7.066594313,41.47591005,9.830011024,19.10526316
10 24 2015,7.957627972,21.30434783,10 24 2015,6.440693437,1.38097612,61.91824341,-14.61397818,7.052892481,40.8304095,7.365256127,41.06236343,7.365256127,41.06236343,7.957627972,21.30434783
10 25 2015,8.191675853,37.29166667,10 25 2015,5.892178822,-1.290610232,49.86372614,24.0149077,7.455200728,40.2852839,7.566975309,43.82894529,7.566975309,43.82894529,8.191675853,37.29166667
10 26 2015,9.595963142,93.05,10 26 2015,6.724640326,3.542946618,23.19523068,18.59482644,7.587675173,42.0713969,7.635588118,48.09103733,7.635588118,48.09103733,9.595963142,93.05
10 27 2015,4.68095763,58.79166667,10 27 2015,6.266491599,-5.700563826,20.54164293,-4.204238938,7.658050027,49.13015508,7.547061178,51.24999354,7.547061178,51.24999354,4.68095763,58.79166667
10 28 2015,6.787388564,63.66666667,10 28 2015,9.351289489,3.839672523,36.48288162,-14.3656208,7.661039153,53.07156001,7.593081678,51.68798714,7.593081678,51.68798714,6.787388564,63.66666667
10 29 2015,5.617149156,52.04545455,10 29 2015,6.735523553,0.073514439,48.21988137,15.13972495,7.322094354,51.54826552,7.613958749,51.96136115,7.613958749,51.96136115,5.617149156,52.04545455
10 30 2015,7.021436445,19.91666667,10 30 2015,7.959430141,-3.73477226,45.59126033,-8.246950996,7.796111528,50.44413589,7.774174554,53.13480931,7.774174554,53.13480931,7.021436445,19.91666667
10 31 2015,5.617149156,18.36363636,10 31 2015,9.256851167,2.835115608,58.10236423,5.975867842,7.723670365,53.89168205,7.827804955,54.42962874,7.827804955,54.42962874,5.617149156,18.36363636
11 01 2015,10.29810679,37.04166667,11 01 2015,6.819499933,-1.327613203,62.36651714,-34.71508117,7.80274177,55.06860999,7.887169528,52.74319469,7.887169528,52.74319469,10.29810679,37.04166667
11 02 2015,6.085244919,50.43478261,11 02 2015,7.217264308,1.621109246,72.60653789,2.163403155,7.957002729,54.32859419,7.99503551,49.70217726,7.99503551,49.70217726,6.085244919,50.43478261
11 03 2015,7.957627972,43,11 03 2015,6.287415479,2.383707458,48.13147747,36.98281105,7.901764086,48.83237989,8.115717285,47.31704134,8.115717285,47.31704134,7.957627972,43
11 04 2015,9.830011024,59.7826087,11 04 2015,6.978675897,-5.67626965,25.81982021,14.56195567,8.126339715,45.94555771,8.168113919,47.29667146,8.168113919,47.29667146,9.830011024,59.7826087
11 05 2015,6.319292801,60.65217391,11 05 2015,10.05364377,4.959310777,40.49097399,-32.6163331,8.319048054,47.17318642,8.241584893,47.79048254,8.241584893,47.79048254,6.319292801,60.65217391
11 06 2015,7.489532208,77.59090909,11 06 2015,7.452342,-4.269033362,69.72408344,-5.771229636,8.058953987,48.77127024,8.124303499,48.0374023,8.124303499,48.0374023,7.489532208,77.59090909
11 07 2015,6.085244919,47.79166667,11 07 2015,9.810351003,0.842291517,66.3408598,-13.89891541,8.346752637,47.42699097,8.112193193,49.25208327,8.112193193,49.25208327,6.085244919,47.79166667
11 08 2015,6.553340682,21.08333333,11 08 2015,7.899326644,2.097583925,57.18640651,16.84405305,7.967203874,47.9139457,8.025689096,52.48633103,8.025689096,52.48633103,6.553340682,21.08333333
11 09 2015,11.00025043,38.5,11 09 2015,6.830593803,-0.560661701,34.13303782,12.69881466,8.022623069,52.41531313,8.014578509,57.03515485,8.014578509,57.03515485,11.00025043,38.5
11 10 2015,6.553340682,74.43478261,11 10 2015,7.859444886,-0.562838345,27.92372218,10.7748405,8.087240346,57.12973426,8.091810966,60.56198435,8.091810966,60.56198435,6.553340682,74.43478261
11 11 2015,10.53215467,66.19047619,11 11 2015,8.327634268,1.328596207,34.4132212,-8.627771662,7.933872112,61.56041716,8.166198069,64.55505051,8.166198069,64.55505051,10.53215467,66.19047619
11 12 2015,7.72358009,59.40909091,11 12 2015,8.232985305,-3.547370127,51.67756072,0.798846427,8.25432044,62.99580163,8.188880652,67.85063332,8.188880652,67.85063332,7.72358009,59.40909091
11 13 2015,6.553340682,31.69565217,11 13 2015,9.466932549,3.447174226,60.31412857,9.51102143,8.310401656,69.10893273,8.075069855,70.31855453,8.075069855,70.31855453,6.553340682,31.69565217
11 14 2015,7.957627972,26.70833333,11 14 2015,7.153509665,-2.138097612,69.74954286,-40.50842857,8.001919861,71.4471656,7.82498635,69.75933791,7.82498635,69.75933791,7.957627972,26.70833333
11 15 2015,8.425723735,32.91666667,11 15 2015,8.287261008,0.507298782,88.69597857,13.36650964,7.912888047,70.39956527,7.632388348,68.67982878,7.632388348,68.67982878,8.425723735,32.91666667
11 16 2015,7.957627972,53.04166667,11 16 2015,7.282914739,4.2819528,67.13398571,-6.282106781,7.560151141,67.43128285,7.42177869,68.50080826,7.42177869,68.50080826,7.957627972,53.04166667
11 17 2015,10.06405891,60.29166667,11 17 2015,6.785867252,-5.730124063,58.9385025,64.48615587,7.424125855,68.20863823,7.200780649,69.73614895,7.200780649,69.73614895,10.06405891,60.29166667
11 18 2015,6.553340682,67.61904762,11 18 2015,10.57077257,0.627224915,44.4609125,-67.79628555,7.281059073,69.86250371,7.053985818,70.01585304,7.053985818,70.01585304,6.553340682,67.61904762
11 19 2015,8.659771616,94.875,11 19 2015,8.625553816,0.54072082,94.46947837,3.522301528,6.89715702,71.1373049,6.921691925,70.53822445,6.921691925,70.53822445,8.659771616,94.875
11 20 2015,7.255484327,64.125,11 20 2015,7.307559981,0.065088716,76.68175869,19.76707924,6.983741362,69.04775052,6.942498782,72.26671093,6.942498782,72.26671093,7.255484327,64.125
11 21 2015,6.085244919,61.58333333,11 21 2015,6.530286966,1.224819374,62.41634055,-0.844189352,6.884177393,71.42961792,6.973072122,74.50715968,6.973072122,74.50715968,6.085244919,61.58333333
11 22 2015,11.46834619,33.875,11 22 2015,5.818102667,-1.058973044,67.91800163,-6.717384236,6.95957759,76.32276436,7.047526097,75.73762473,7.047526097,75.73762473,11.46834619,33.875
11 23 2015,8.425723735,105.3,11 23 2015,6.330737742,2.645396395,72.57547337,-15.07112757,7.075461384,75.76909676,7.140647062,75.8553958,7.140647062,75.8553958,8.425723735,105.3
11 24 2015,7.255484327,75.08333333,11 24 2015,5.784399773,-0.750872414,70.51556087,43.589117,7.107539317,75.12101307,7.184420703,77.19088961,7.184420703,77.19088961,7.255484327,75.08333333
11 25 2015,6.553340682,59.86956522,11 25 2015,7.883458198,-3.969218023,53.3845208,-12.94584417,7.238940485,76.67607758,7.081703775,78.09886976,7.081703775,78.09886976,6.553340682,59.86956522
11 26 2015,5.617149156,68.29166667,11 26 2015,9.23164421,3.068508156,79.84259773,-10.19869758,7.206782306,79.77557818,6.813779134,77.33766802,6.813779134,77.33766802,5.617149156,68.29166667
11 27 2015,6.553340682,73.04347826,11 27 2015,6.610612199,-0.876275269,93.35483049,-35.93957243,6.799388533,77.84495351,6.465438985,75.0493695,6.465438985,75.0493695,6.553340682,73.04347826
11 28 2015,5.383101275,73.375,11 28 2015,7.058088344,0.354793184,96.66836566,36.62259634,6.435166563,74.39247237,6.105192486,75.09367845,6.105192486,75.09367845,5.383101275,73.375
11 29 2015,7.957627972,46.70833333,11 29 2015,6.62928922,0.222930607,64.04232841,9.365565913,6.161761859,72.91068263,5.724577134,77.6930698,5.724577134,77.6930698,7.957627972,46.70833333
11 30 2015,9.830011024,82.43478261,11 30 2015,6.555283279,0.805218332,68.0388875,-19.68211251,5.718649035,77.97788035,5.391406631,79.74131869,5.391406631,79.74131869,9.830011024,82.43478261
12 01 2015,6.085244919,93.63636364,12 01 2015,6.704207947,-2.232606148,81.4010125,-2.432812496,5.293320507,82.19064643,5.134595921,78.06153803,5.134595921,78.06153803,6.085244919,93.63636364
12 02 2015,7.255484327,102.25,12 02 2015,7.658350946,-1.040366237,75.081025,11.6120375,5.16225035,79.05542928,5.027134508,74.21482003,5.027134508,74.21482003,7.255484327,102.25
12 03 2015,6.553340682,58.41666667,12 03 2015,6.379887797,3.402026386,66.328225,14.2491375,4.948216906,72.93853838,5.025890711,70.53500654,5.025890711,70.53500654,6.553340682,58.41666667
12 04 2015,6.553340682,67.125,12 04 2015,4.061058411,-2.699952956,69.1874625,-3.891500018,4.970936268,70.65049244,5.104310125,67.80536863,5.104310125,67.80536863,6.553340682,67.125
12 05 2015,6.553340682,84.16666667,12 05 2015,5.144255411,1.667240084,86.2958375,-15.20133744,5.158518958,68.0159888,5.177540364,64.75442299,5.177540364,64.75442299,6.553340682,84.16666667
12 06 2015,7.957627972,75.20833333,12 06 2015,3.527499456,2.158249134,99.51271248,-36.08929506,5.183475149,64.74962464,5.201058832,62.53795078,5.201058832,62.53795078,7.957627972,75.20833333
12 07 2015,6.553340682,64.95833333,12 07 2015,3.577983584,-1.835333272,97.52825002,10.88205365,5.190626984,61.49765552,5.194241352,63.10328853,5.194241352,63.10328853,6.553340682,64.95833333
12 08 2015,3.510718223,67.33333333,12 08 2015,5.786716846,0.005406506,59.45449251,45.24081864,5.229074364,61.36657218,5.25683913,67.21088983,5.25683913,67.21088983,3.510718223,67.33333333
12 09 2015,5.617149156,86.875,12 09 2015,6.160116836,-1.543592589,32.26278864,-17.61508113,5.163022708,66.44563788,5.304484591,72.95229128,5.304484591,72.95229128,5.617149156,86.875
12 10 2015,3.276670341,100.8333333,12 10 2015,6.538923333,1.109597602,50.31190341,12.25131772,5.378420317,73.82045944,5.399745423,78.41860154,5.399745423,78.41860154,3.276670341,100.8333333
12 11 2015,3.276670341,102.4166667,12 11 2015,5.374137241,-1.686197962,50.74593705,0.632288867,5.372010749,78.59077653,5.374224173,82.36962105,5.374224173,82.36962105,3.276670341,102.4166667
12 12 2015,6.085244919,58.16666667,12 12 2015,5.31894875,2.010939398,63.43128841,6.544097769,5.448805202,82.84456866,5.357553277,85.62382645,5.357553277,85.62382645,6.085244919,58.16666667
12 13 2015,6.085244919,25.79166667,12 13 2015,3.577562297,1.207687069,76.74892864,-21.46445225,5.301856568,85.67351795,5.493692242,88.1579415,5.493692242,88.1579415,6.085244919,25.79166667
12 14 2015,6.787388564,53.85,12 14 2015,3.847115243,0.866304829,96.61066663,-9.518698524,5.32199806,88.35339273,5.794239814,88.52168245,5.794239814,88.52168245,6.787388564,53.85
12 15 2015,5.149053393,48.54545455,12 15 2015,5.324355256,-3.517388588,95.00795238,10.93899617,5.857222099,90.44691382,6.076073586,85.88378484,6.076073586,85.88378484,5.149053393,48.54545455
12 16 2015,5.617149156,63.8,12 16 2015,7.667900099,0.591485806,83.88653959,-2.999224385,6.203499283,86.76474081,6.182414912,80.97752863,6.182414912,80.97752863,5.617149156,63.8
12 17 2015,3.276670341,75.4,12 17 2015,6.494056354,-1.039032165,83.70412298,5.893092474,6.167499375,80.43969989,6.173608025,76.2483226,6.173608025,76.2483226,3.276670341,75.4
12 18 2015,3.744766104,99.54166667,12 18 2015,5.911698415,1.049634535,80.52248198,9.562667159,6.176246079,75.72814519,6.303110062,72.96599707,6.303110062,72.96599707,3.744766104,99.54166667
12 19 2015,5.149053393,96.125,12 19 2015,4.290308311,4.446886343,83.23393346,3.48314353,6.177078621,72.57712271,6.493661816,71.2118464,6.493661816,71.2118464,5.149053393,96.125
12 20 2015,8.191675853,82.13043478,12 20 2015,3.718552742,-3.720518744,95.50805209,-57.78983515,6.556005485,70.59272331,6.701971118,70.83790696,6.701971118,70.83790696,8.191675853,82.13043478
12 21 2015,6.319292801,84.42857143,12 21 2015,7.593683516,-0.487006832,111.2653143,12.41108486,6.747901343,70.46569317,6.681160918,70.56595115,6.681160918,70.56595115,6.319292801,84.42857143
12 22 2015,6.085244919,79.73913043,12 22 2015,7.748295546,-0.528222663,69.23274128,40.7334751,6.802006526,71.45530439,6.573358463,70.98132531,6.573358463,70.98132531,6.085244919,79.73913043
12 23 2015,4.212861867,82.20833333,12 23 2015,7.415900745,0.222860393,39.61125315,-3.369902516,6.493574884,69.77685589,6.436734684,69.23549331,6.436734684,69.23549331,4.212861867,82.20833333
12 24 2015,3.04262246,94.04166667,12 24 2015,6.555283279,1.663027222,50.72324013,3.135728668,6.42449398,71.71181565,6.310245179,67.45985989,6.310245179,67.45985989,3.04262246,94.04166667
12 25 2015,8.191675853,119.5833333,12 25 2015,5.917526207,-2.906242759,58.46532458,14.39789023,6.392135189,66.21780838,6.03543953,63.49498571,6.03543953,63.49498571,8.191675853,119.5833333
12 26 2015,7.72358009,67.14285714,12 26 2015,6.942796357,4.791568659,69.34313771,-1.701951592,6.114106367,64.44995564,5.774405928,58.44720843,5.774405928,58.44720843,7.72358009,67.14285714
12 27 2015,7.489532208,34.16666667,12 27 2015,5.061823748,-5.293741794,94.61884106,-84.28274281,5.600077035,59.81719311,5.538214836,50.14212109,5.538214836,50.14212109,7.489532208,34.16666667
12 28 2015,6.553340682,51.94117647,12 28 2015,7.972419798,3.726206107,118.1925928,56.38136069,5.609034382,51.07447653,5.442766767,42.65551105,5.442766767,42.65551105,6.553340682,51.94117647
12 29 2015,5.617149156,58.0952381,12 29 2015,5.589274054,-1.94662304,57.48360178,-36.56315179,5.405533092,39.53469362,5.307346662,37.01937962,5.307346662,37.01937962,5.617149156,58.0952381
12 30 2015,7.489532208,67.58333333,12 30 2015,6.932334417,-1.753884609,53.15597143,74.71594821,5.313732826,37.35736301,5.183147482,36.51751609,5.183147482,36.51751609,7.489532208,67.58333333
12 31 2015,4.212861867,93.33333333,12 31 2015,6.32877174,1.73071387,12.26518929,-43.00172143,5.202774069,34.16608223,5.147331469,37.07854226,5.147331469,37.07854226,4.212861867,93.33333333
01 01 2016,8.893819498,131.2083333,01 01 2016,3.971324453,2.406667555,46.09035536,5.682580366,5.032935552,38.02910302,5.187079487,37.26292143,5.187079487,37.26292143,8.893819498,131.2083333
01 02 2016,4.915005512,47,01 02 2016,3.344591037,-0.356548542,36.9138,7.488262496,5.206284787,39.04044154,5.24364886,34.5690993,5.24364886,34.5690993,4.915005512,47
01 03 2016,7.255484327,61.14285714,01 03 2016,5.124525175,-3.024624177,33.419825,0.833887497,5.322018121,34.71921972,5.167536489,29.75653993,5.167536489,29.75653993,7.255484327,61.14285714
01 04 2016,6.553340682,,01 04 2016,6.547910771,2.810189508,37.4141125,-16.25345652,5.202643671,29.94763665,5.032648008,24.37285034,5.032648008,24.37285034,6.553340682,51.8
01 05 2016,3.744766104,53.79166667,01 05 2016,4.94667219,-2.224671923,42.2422875,19.91461033,4.977947674,24.60276343,4.856269524,19.11221196,4.856269524,19.11221196,3.744766104,53.79166667
01 06 2016,3.04262246,35.20833333,01 06 2016,6.155623117,1.060587975,30.81700598,5.374061416,4.917352678,18.56815093,4.733755489,13.76146775,4.733755489,13.76146775,3.04262246,35.20833333
01 07 2016,5.149053393,32.66666667,01 07 2016,5.139902121,-1.074911705,39.30633478,-60.36786794,4.673508221,14.16572151,4.703048407,7.890369385,4.703048407,7.890369385,5.149053393,32.66666667
01 08 2016,7.021436445,37.04166667,01 08 2016,5.1847691,1.164224377,53.169725,39.85797391,4.610405568,8.550530823,4.935177096,3.169354762,4.935177096,3.169354762,7.021436445,37.04166667
01 09 2016,4.446909749,44.875,01 09 2016,4.154724374,0.551955119,6.665247283,6.627760326,4.825231432,0.954855823,5.339611835,0.320236154,5.339611835,0.320236154,4.446909749,44.875
01 10 2016,6.553340682,27.95833333,01 10 2016,4.288904024,-1.138666348,0.018743478,0.018743478,5.369894287,0.00267764,5.752438862,0.38001457,5.752438862,0.38001457,6.553340682,27.95833333
01 11 2016,4.915005512,37.70833333,01 11 2016,4.975038793,0.378736282,0,0,5.823709786,0.003175,6.084051275,3.993869644,6.084051275,3.993869644,4.915005512,37.70833333
01 12 2016,5.383101275,62.47826087,01 12 2016,4.522507215,0.323266934,0,0,6.063712514,1.134191071,6.389791366,11.8429631,6.389791366,11.8429631,5.383101275,62.47826087
01 13 2016,3.978813986,,01 13 2016,4.448711918,1.740894952,0,0,6.364731525,10.84424286,6.699928214,23.43786667,6.699928214,23.43786667,3.978813986,51.8
01 14 2016,4.212861867,,01 14 2016,4.698183555,-0.711552369,0,0,6.740930059,23.55045536,6.915680238,34.53664481,6.915680238,34.53664481,4.212861867,51.8
01 15 2016,5.149053393,,01 15 2016,6.688550144,-1.780566068,0,0.022225,6.994123058,35.91890179,6.972634119,43.88102581,6.972634119,43.88102581,5.149053393,51.8
01 16 2016,4.446909749,,01 16 2016,7.967364363,-0.308802775,0,7.8726625,7.011987598,44.14057727,6.887851945,53.4375789,6.887851945,53.4375789,4.446909749,51.8
01 17 2016,4.446909749,,01 17 2016,7.465612515,0.785137023,0.022225,52.1583625,6.9117917,51.58359838,6.784837442,65.25730027,6.784837442,65.25730027,4.446909749,51.8
01 18 2016,4.446909749,,01 18 2016,6.655057891,0.477878965,7.9171125,-39.08012499,6.739776538,64.58856104,6.761723542,76.13362819,6.761723542,76.13362819,4.446909749,51.8
01 19 2016,6.787388564,,01 19 2016,6.629640291,-1.064028479,67.9703625,-23.33748751,6.702944088,79.59974138,6.972741112,81.4591534,6.972741112,81.4591534,6.787388564,51.8
01 20 2016,8.191675853,,01 20 2016,7.082101656,0.954634499,88.9434875,-26.66303409,6.84245,84.21258216,7.332549607,80.78362341,7.332549607,80.78362341,8.191675853,51.8
01 21 2016,7.489532208,,01 21 2016,6.470534542,0.109323765,86.579125,23.57681591,7.372829247,80.56513666,7.664185424,78.46442584,7.664185424,78.46442584,7.489532208,51.8
01 22 2016,6.553340682,,01 22 2016,6.813601927,-1.456877848,57.55172841,44.4063966,7.782369574,77.57315141,7.778818733,78.73572118,7.778818733,78.73572118,6.553340682,51.8
01 23 2016,6.553340682,74.08333333,01 23 2016,7.265993076,1.140211065,52.10114773,-17.01740465,7.837357452,77.25498944,7.775685835,81.22528023,7.775685835,81.22528023,6.553340682,74.08333333
01 24 2016,7.255484327,90.79166667,01 24 2016,6.261506379,1.07322656,91.05696364,-34.67353821,7.716729174,81.37902268,7.817446664,82.58325097,7.817446664,82.58325097,7.255484327,90.79166667
01 25 2016,6.319292801,90.33333333,01 25 2016,6.397230745,1.979623789,112.9953749,-24.11375198,7.772970879,85.04182857,7.95247223,82.2216637,7.95247223,82.2216637,6.319292801,90.33333333
01 26 2016,6.787388564,54.625,01 26 2016,7.606181672,-4.646014276,100.2602479,39.07273818,7.962639939,81.32890165,7.959520415,81.35806582,7.959520415,81.35806582,6.787388564,54.625
01 27 2016,7.489532208,46.08333333,01 27 2016,10.79475639,-0.681360196,63.41136902,-12.53449294,8.121805873,80.29426087,7.850955634,82.30098986,7.850955634,82.30098986,7.489532208,46.08333333
01 28 2016,6.085244919,93.63636364,01 28 2016,9.337316828,1.361877813,65.63522826,35.95541956,7.794115434,82.45103494,7.606847037,84.14576286,7.606847037,84.14576286,6.085244919,93.63636364
01 29 2016,6.319292801,116.875,01 29 2016,7.198517072,1.010525133,55.32459457,10.08243859,7.636945595,84.15767376,7.467170605,84.97649128,7.467170605,84.97649128,6.319292801,116.875
01 30 2016,7.255484327,103.8333333,01 30 2016,6.42159513,0.836112653,80.96938044,-65.41894293,7.389480083,85.82857989,7.409464428,83.26149581,7.409464428,83.26149581,7.255484327,103.8333333
01 31 2016,11.46834619,57.17391304,01 31 2016,6.65519832,-0.074286798,116.6966049,35.70459457,7.375086138,84.94322019,7.342138883,80.51608347,7.342138883,80.51608347,11.46834619,57.17391304
02 01 2016,9.361915261,68.82608696,02 01 2016,7.724914163,-1.214848934,87.00488641,-20.52185109,7.463827064,79.01268735,7.331028296,77.01787565,7.331028296,77.01787565,9.361915261,68.82608696
02 02 2016,7.021436445,50.26086957,02 02 2016,8.720343208,-0.044375479,93.0177625,13.58188751,7.187503448,77.59234286,7.389118981,77.96221126,7.389118981,77.96221126,7.021436445,50.26086957
02 03 2016,6.319292801,78.91304348,02 03 2016,8.500923319,-2.507074097,78.5087875,-9.633675,7.341754377,74.44859675,7.522118361,80.36312379,7.522118361,80.36312379,6.319292801,78.91304348
02 04 2016,6.553340682,126.75,02 04 2016,8.237127952,3.625448494,77.5817,18.3116875,7.638099117,81.84569416,7.649493905,84.52241868,7.649493905,84.52241868,6.553340682,126.75
02 05 2016,7.72358009,80.25,02 05 2016,5.466258487,0.100968256,67.0209375,-7.339912497,7.58650159,84.79508046,7.799210992,87.02688491,7.799210992,87.02688491,7.72358009,80.25
02 06 2016,8.893819498,97.04166667,02 06 2016,6.320837517,-2.441283237,74.7718625,1.468587494,7.723881009,86.92648143,8.015815619,89.33289974,8.015815619,89.33289974,8.893819498,97.04166667
02 07 2016,8.425723735,75.83333333,02 07 2016,7.276384803,5.495186807,75.182875,-7.930535219,8.087250376,89.35909283,8.3450374,91.86926878,8.3450374,91.86926878,8.425723735,75.83333333
02 08 2016,8.659771616,79.625,02 08 2016,5.790648851,-3.234214061,77.062475,65.32786479,8.236315472,91.71312497,8.82355498,94.78786318,8.82355498,94.78786318,8.659771616,79.625
02 09 2016,4.915005512,64.04166667,02 09 2016,9.800099707,-3.474628036,71.01153977,-91.33799482,8.711546351,94.53558854,9.35300138,95.10894604,9.35300138,95.10894604,4.915005512,64.04166667
02 10 2016,6.319292801,76.25,02 10 2016,10.5753365,1.251360403,130.2884693,15.77440547,9.522803118,98.11487604,9.788109766,93.92553183,9.788109766,93.92553183,6.319292801,76.25
02 11 2016,7.72358009,74.41666667,02 11 2016,7.875945261,3.884539499,98.22740409,26.14605773,9.824654671,92.67637354,10.03454212,90.76347438,10.03454212,90.76347438,7.72358009,74.41666667
02 12 2016,4.915005512,79.70833333,02 12 2016,6.427914423,-2.981091272,81.94074432,-9.998440223,10.01687151,90.98534591,10.09986154,89.70419547,10.09986154,89.70419547,4.915005512,79.70833333
02 13 2016,10.29810679,59.83333333,02 13 2016,8.864423084,1.342007148,91.80014227,5.297662264,10.26210019,88.6287037,10.06604831,89.33847678,10.06604831,89.33847678,10.29810679,59.83333333
02 14 2016,11.00025043,144.6666667,02 14 2016,8.319840473,5.564207526,91.6611,-5.911787721,10.02061293,89.49853681,10.02383276,89.61182276,10.02383276,89.61182276,11.00025043,144.6666667
02 15 2016,7.72358009,94.59090909,02 15 2016,9.11726501,-9.152231766,96.81972,-3.094432729,9.915431813,89.88818984,9.986010624,88.19889468,9.986010624,88.19889468,7.72358009,94.59090909
02 16 2016,5.851197038,78.58333333,02 16 2016,15.47889707,-0.676234541,96.06655227,-1.981140643,10.13545354,89.44874163,9.83514336,84.62717557,9.83514336,84.62717557,5.851197038,78.58333333
02 17 2016,9.361915261,93.73333333,02 17 2016,12.68829737,2.389886321,92.21895182,-15.11722078,9.907146519,85.25975257,9.533412175,79.88600898,9.533412175,79.88600898,9.361915261,93.73333333
02 18 2016,8.191675853,90.54166667,02 18 2016,9.221463127,0.106444976,86.39021072,53.39068708,9.462830021,79.17303251,9.258710176,75.68536103,9.258710176,75.68536103,8.191675853,90.54166667
02 19 2016,8.191675853,97.70833333,02 19 2016,8.144515205,1.380063334,65.44424884,-35.94502803,9.230259984,75.22524185,9.209784138,71.76317756,9.209784138,71.76317756,8.191675853,97.70833333
02 20 2016,16.85144747,96.375,02 20 2016,7.174012259,2.66428406,97.88897404,2.855214097,9.083040523,72.65780874,9.284495565,66.62353461,9.284495565,66.62353461,16.85144747,96.375
02 21 2016,12.6385856,92,02 21 2016,7.583572647,0.149486381,94.38867121,-26.35486485,9.316051907,67.40648209,9.326791361,59.9217146,9.326791361,59.9217146,12.6385856,92
02 22 2016,8.893819498,89.59090909,02 22 2016,10.6574171,-7.525996872,93.74358248,9.868236047,9.454394266,59.80631299,9.099801695,54.29232477,9.099801695,54.29232477,8.893819498,89.59090909
02 23 2016,8.191675853,56.9,02 23 2016,13.88074793,2.31805703,66.7436289,26.27548231,9.20992791,52.55234872,8.888476519,51.10850744,8.888476519,51.10850744,8.191675853,56.9
02 24 2016,7.021436445,104.1304348,02 24 2016,9.578081884,1.505115117,49.61191136,-20.42722387,8.635082908,50.51831261,8.891198161,49.69090259,8.891198161,49.69090259,7.021436445,104.1304348
02 25 2016,7.255484327,92.61904762,02 25 2016,7.593472872,2.170606862,58.75567614,24.94092954,8.820418738,50.25486098,9.021766787,47.46243827,9.021766787,47.46243827,7.255484327,92.61904762
02 26 2016,10.53215467,97.72727273,02 26 2016,7.113978978,-1.944235751,47.47221705,-33.59967046,9.218092837,48.29953419,8.914238503,43.27936139,8.914238503,43.27936139,10.53215467,97.72727273
