Date_x,Cases/100k_VENUSTIANO CARRANZA,PM10,Date_x,Cases/100k_VENUSTIANO CARRANZA_GF,cases2,PM10_fg,PM10_sd,pm_1,pm_2,pm_3,pm_4,cases_wo,PM10_wo,cases_wo_original,PM10_wo_original
05 18 2015,2.808574578,41.79166667,05 18 2015,3.68667542,1.302827533,40.74092613,-11.01699886,4.302114355,43.8193198,4.298105449,44.34465243,4.298105449,44.34465243,2.808574578,41.79166667
05 19 2015,3.510718223,59.86363636,05 19 2015,3.428286559,0.134390293,46.8166125,3.758974995,4.264960926,44.9905125,4.200534231,43.87997976,4.200534231,43.87997976,3.510718223,59.86363636
05 20 2015,5.149053393,58.04545455,05 20 2015,4.47272523,-1.57160812,41.8753,-1.619274997,4.327241067,44.224125,3.992341953,42.84748139,3.992341953,42.84748139,5.149053393,58.04545455
05 21 2015,5.383101275,48.58333333,05 21 2015,5.651554195,-0.945506632,40.6929625,19.2013375,4.0094007,42.42530178,3.70930785,42.38648325,3.70930785,42.38648325,5.383101275,48.58333333
05 22 2015,3.510718223,38.58333333,05 22 2015,5.25877504,1.114091321,37.89135,-26.26378751,3.640384093,41.89301739,3.497123385,42.44051369,3.497123385,42.44051369,3.510718223,38.58333333
05 23 2015,3.276670341,48.70833333,05 23 2015,3.920489253,-0.045498908,54.291075,14.376325,3.478138758,42.84113059,3.441801152,43.27197844,3.441801152,43.27197844,3.276670341,48.70833333
05 24 2015,4.446909749,41,05 24 2015,3.696294788,0.707339507,44.4270125,-11.9996375,3.372847303,42.58739309,3.468074699,43.77105411,3.468074699,43.77105411,4.446909749,41
05 25 2015,5.851197038,41.45833333,05 25 2015,3.426601414,-2.054051018,48.939275,-4.680987495,3.474417396,44.38741164,3.520959489,44.66514883,3.520959489,44.66514883,5.851197038,41.45833333
05 26 2015,5.383101275,34.58333333,05 26 2015,3.864247548,2.437000162,41.4519,19.85179673,3.556959397,44.33835761,3.640440933,45.30174392,3.640440933,45.30174392,5.383101275,34.58333333
05 27 2015,3.744766104,58.66666667,05 27 2015,2.247842664,0.234024476,29.2835375,-0.122263586,3.531501675,45.26967725,3.734314195,46.11608823,3.734314195,46.11608823,3.744766104,58.66666667
05 28 2015,3.744766104,41.625,05 28 2015,3.068437941,-1.99422838,36.96697174,0.425599454,3.832861727,46.29719689,3.809186112,46.88476834,3.809186112,46.88476834,3.744766104,41.625
05 29 2015,3.276670341,50.83333333,05 29 2015,4.123057695,2.163444998,44.52814239,-3.474540213,3.838579182,46.78139054,3.765776917,47.77649468,3.765776917,47.77649468,3.276670341,50.83333333
05 30 2015,4.212861867,42.20833333,05 30 2015,3.18344907,-1.626726395,52.5149125,-12.94347554,3.756117426,47.5757176,3.608149012,48.83064591,3.608149012,48.83064591,4.212861867,42.20833333
05 31 2015,1.872383052,26.41666667,05 31 2015,4.407285442,0.084538094,57.02714239,7.806486409,3.702634142,48.97237589,3.41827934,49.8513497,3.41827934,49.8513497,1.872383052,26.41666667
06 01 2015,3.04262246,37.375,06 01 2015,4.004395419,0.989671467,48.59589674,-10.87020325,3.365695468,49.94384425,3.289342362,50.18420081,3.289342362,50.18420081,3.04262246,37.375
06 02 2015,4.446909749,44.375,06 02 2015,3.686043491,-1.920222439,47.9711375,15.37511477,3.18650841,50.63782897,3.276553317,49.42218324,3.276553317,49.42218324,4.446909749,44.375
06 03 2015,2.808574578,52.73913043,06 03 2015,4.357363029,1.686268177,36.476175,5.85195227,3.315823208,49.97092921,3.434709501,47.45968399,3.434709501,47.45968399,2.808574578,52.73913043
06 04 2015,4.68095763,58.95833333,06 04 2015,3.108460129,-1.174124602,40.35632728,2.470984142,3.327328333,47.65779155,3.646766913,44.9620944,3.646766913,44.9620944,4.68095763,58.95833333
06 05 2015,3.978813986,47,06 05 2015,3.545825405,-0.023592026,50.08843182,-10.66718824,3.660976963,44.75033121,4.034233181,42.65564297,4.034233181,42.65564297,3.978813986,47
06 06 2015,3.510718223,49.95833333,06 06 2015,2.809066079,1.461722639,62.2915205,-11.90953162,3.951995442,42.47816044,4.441369501,40.54969007,4.441369501,40.54969007,3.510718223,49.95833333
06 07 2015,4.68095763,34.16666667,06 07 2015,2.048714726,1.139789778,63.82742095,0.222680531,4.489727137,40.73843725,4.863451451,38.14015554,4.863451451,38.14015554,4.68095763,34.16666667
06 08 2015,2.808574578,39.91666667,06 08 2015,2.750086013,-1.994509237,53.45378977,-12.86767708,4.882385924,38.43247253,5.146408652,35.75208094,5.146408652,35.75208094,2.808574578,39.91666667
06 09 2015,3.744766104,49.625,06 09 2015,4.591247077,1.159449801,43.30283913,22.7385212,5.218241291,35.24955683,5.369800668,34.97795044,5.369800668,34.97795044,3.744766104,49.625
06 10 2015,2.808574578,63.59090909,06 10 2015,4.437898905,-0.867147401,20.28421141,14.45923804,5.338598742,33.57421345,5.468889854,36.45900648,5.468889854,36.45900648,2.808574578,63.59090909
06 11 2015,1.872383052,65.33333333,06 11 2015,5.444000533,0.851278954,20.00410489,1.751090223,5.552561972,36.11008103,5.419565935,37.44315806,5.419565935,37.44315806,1.872383052,65.33333333
06 12 2015,2.574526697,52.91304348,06 12 2015,5.582954761,-2.766094887,34.18323641,-18.35801196,5.515508848,39.69272497,5.200988618,37.69113333,5.200988618,37.69113333,2.574526697,52.91304348
06 13 2015,4.915005512,45.54166667,06 13 2015,6.573187942,2.079609046,50.11345815,-14.08449783,5.190626984,36.52666817,4.927105787,36.71081513,4.927105787,36.71081513,4.915005512,45.54166667
06 14 2015,4.212861867,17.08333333,06 14 2015,4.797326237,0.028928319,47.68566793,16.91434362,4.896830022,36.85400686,4.642456754,37.46209361,4.642456754,37.46209361,4.212861867,17.08333333
06 15 2015,5.617149156,18.5,06 15 2015,5.101073577,0.169216618,31.17337989,6.057793425,4.693860356,36.75177037,4.30448827,39.72455333,4.30448827,39.72455333,5.617149156,18.5
06 16 2015,5.383101275,33.83333333,06 16 2015,5.433749236,-1.252905119,31.57543547,0.587479024,4.336679884,38.7805036,3.898829794,42.2801962,3.898829794,42.2801962,5.383101275,33.83333333
06 17 2015,7.021436445,52.39130435,06 17 2015,5.935641513,-1.124834119,38.03528447,-40.10910171,3.882924569,43.64138603,3.569952398,44.18349691,3.569952398,44.18349691,7.021436445,52.39130435
06 18 2015,4.446909749,49.625,06 18 2015,5.184628671,3.083674458,45.0826125,73.44576381,3.47688493,44.41869897,3.433448987,45.53547414,3.433448987,45.53547414,4.446909749,49.625
06 19 2015,5.149053393,28.65217391,06 19 2015,3.30878171,-2.347898133,12.02083882,-45.81880658,3.350047696,44.49040572,3.318354269,45.62037008,3.318354269,45.62037008,5.149053393,28.65217391
06 20 2015,5.383101275,31.20833333,06 20 2015,4.516609208,0.364342338,52.40482895,3.839316447,3.473414334,47.69731772,3.184208054,45.65981784,3.184208054,45.65981784,5.383101275,31.20833333
06 21 2015,6.085244919,37.04166667,06 21 2015,3.376538572,0.432380056,46.9700125,21.8226,3.131600777,44.6733868,3.119343355,45.20066385,3.119343355,45.20066385,6.085244919,37.04166667
06 22 2015,5.383101275,52.26315789,06 22 2015,2.600810274,1.179250251,45.3745125,-42.35223749,2.947609051,44.60874899,3.233130748,44.7726773,3.233130748,44.7726773,5.383101275,52.26315789
06 23 2015,2.808574578,,06 23 2015,2.257462032,0.367501984,65.6016125,24.23322228,3.278820238,46.31985575,3.517044203,43.71846408,3.517044203,43.71846408,2.808574578,51.8
06 24 2015,4.915005512,60.375,06 24 2015,3.093364041,-1.327823846,43.476475,-13.22342174,3.472962956,43.38942717,3.692513243,42.15918921,3.692513243,42.15918921,4.915005512,60.375
06 25 2015,3.276670341,45.875,06 25 2015,4.296768033,-1.924014015,45.58455978,7.883426634,3.799349414,41.44610932,3.786563712,42.57150313,3.786563712,42.57150313,3.276670341,45.875
06 26 2015,2.574526697,41.625,06 26 2015,4.172348179,2.013116044,34.46922283,18.51214565,3.805227359,41.64203113,3.868487158,44.652998,3.868487158,44.652998,2.574526697,41.625
06 27 2015,2.106430934,72.45833333,06 27 2015,2.12391431,2.866009928,31.2373125,-4.445523374,3.755114364,44.62636894,4.10505607,46.73285652,4.10505607,46.73285652,2.106430934,72.45833333
06 28 2015,3.04262246,38.91666667,06 28 2015,2.088596485,-4.133519635,46.51754783,-23.09835923,4.045119751,47.69059394,4.292036922,47.18028445,4.292036922,47.18028445,3.04262246,38.91666667
06 29 2015,4.446909749,48.125,06 29 2015,4.919288588,3.064435722,57.35225978,-2.951715213,4.514934094,47.88160668,4.363421526,46.78805047,4.363421526,46.78805047,4.446909749,48.125
06 30 2015,4.446909749,33.375,06 30 2015,3.616461056,-2.801763785,45.0886125,32.29812499,4.316056922,45.96865272,4.226770999,46.68608673,4.226770999,46.68608673,4.446909749,33.375
07 01 2015,1.872383052,28.7826087,07 01 2015,5.378069245,0.523799159,29.87325,-8.679187494,4.259273562,46.513892,4.16399267,47.53935319,4.16399267,47.53935319,1.872383052,28.7826087
07 02 2015,1.638335171,47.04166667,07 02 2015,4.33791365,0.848751238,46.9560125,-11.076275,4.104982512,47.57571546,4.165119443,48.33989398,4.165119443,48.33989398,1.638335171,47.04166667
07 03 2015,5.617149156,60.33333333,07 03 2015,3.821557214,0.89095007,55.3595875,-2.159550547,4.127721935,48.52845212,4.21531937,48.53341844,4.21531937,48.53341844,5.617149156,60.33333333
07 04 2015,3.04262246,45.70833333,07 04 2015,4.153952016,-3.073493375,52.6868875,0.939195648,4.262653882,48.91551436,4.201340024,48.57388913,4.201340024,48.57388913,3.04262246,45.70833333
07 05 2015,5.851197038,25.16666667,07 05 2015,5.377296887,1.541977658,47.85463696,8.836760333,4.255582293,48.15628885,4.170325337,48.67941714,4.170325337,48.67941714,5.851197038,25.16666667
07 06 2015,4.212861867,48.58333333,07 06 2015,3.527148384,1.387225198,43.96158206,-16.54297873,4.085783898,48.64986419,4.153962046,48.81835246,4.153962046,48.81835246,4.212861867,48.58333333
07 07 2015,3.744766104,56.625,07 07 2015,3.218977539,-0.87999663,48.9052875,27.91842819,4.169609819,49.23209838,4.183057541,48.3166793,4.183057541,48.3166793,3.744766104,56.625
07 08 2015,3.978813986,52.79166667,07 08 2015,4.298031892,0.069933507,37.30601421,-11.87530078,4.206492421,48.57309481,4.151996044,46.96240983,4.151996044,46.96240983,3.978813986,52.79166667
07 09 2015,5.851197038,47.91666667,07 09 2015,4.497089615,-0.930621186,53.6251691,-15.1405684,4.173070384,47.14484472,4.075923795,45.16602295,4.075923795,45.16602295,5.851197038,47.91666667
07 10 2015,3.276670341,42.33333333,07 10 2015,4.766080845,0.745887193,58.06902321,14.63406965,4.076425326,45.16928997,4.042956479,43.57992862,4.042956479,43.57992862,3.276670341,42.33333333
07 11 2015,3.04262246,51.95652174,07 11 2015,4.104450889,-0.159035535,47.37230893,-7.209798224,3.978275676,43.18393416,3.999065815,42.53549276,3.999065815,42.53549276,3.04262246,51.95652174
07 12 2015,4.446909749,32.83333333,07 12 2015,4.188708126,-0.561995773,51.30966429,-0.472516065,4.074168436,42.38656173,3.999965227,42.02691078,3.999965227,42.02691078,4.446909749,32.83333333
07 13 2015,4.446909749,55.54166667,07 13 2015,4.113929827,1.223695944,48.03722143,-13.23903999,3.944753332,42.0359824,3.919880729,41.38356442,3.919880729,41.38356442,4.446909749,55.54166667
07 14 2015,4.915005512,60.19047619,07 14 2015,3.477155756,-0.830425288,44.2922625,29.4720212,3.980973913,41.65818821,3.890049655,41.08135435,3.890049655,41.08135435,4.915005512,60.19047619
07 15 2015,3.978813986,44.9047619,07 15 2015,4.064077629,0.501962492,27.30826359,-8.112775653,3.833914942,40.45652265,3.947344576,40.79368156,3.947344576,40.79368156,3.978813986,44.9047619
07 16 2015,4.212861867,52.66666667,07 16 2015,3.820574213,0.438207848,39.79628587,-6.756077185,3.855260109,41.1293522,4.00746479,40.90005778,4.00746479,40.90005778,4.212861867,52.66666667
07 17 2015,4.212861867,47.58333333,07 17 2015,4.079033289,-2.189564741,44.1715325,9.445737557,4.152858677,40.79516983,3.936548282,41.3453331,3.936548282,41.3453331,4.212861867,47.58333333
07 18 2015,3.276670341,46.75,07 18 2015,4.775700212,2.577569319,41.79070194,-10.52785383,4.014275583,40.7756513,3.770645113,42.02254339,3.770645113,42.02254339,3.276670341,46.75
07 19 2015,4.212861867,22.75,07 19 2015,3.282802396,-3.004402441,48.85560894,-6.049111665,3.642510585,42.46517818,3.558724787,43.30705863,3.558724787,43.30705863,4.212861867,22.75
07 20 2015,3.744766104,41.375,07 20 2015,4.367473898,3.685481776,45.39266212,5.649525296,3.65514917,42.8268007,3.510691474,44.70254978,3.510691474,44.70254978,3.744766104,41.375
07 21 2015,3.978813986,45.08695652,07 21 2015,2.447742959,-0.075480442,35.88060362,9.301472019,3.378514605,44.62919702,3.396315618,46.7544129,3.396315618,46.7544129,3.978813986,45.08695652
07 22 2015,5.149053393,40.16666667,07 22 2015,4.213493796,-4.485082958,32.01807042,1.138954767,3.498410648,46.65165163,3.237988914,48.94690547,3.237988914,48.94690547,5.149053393,40.16666667
07 23 2015,2.808574578,50.4,07 23 2015,5.903764192,1.859206156,37.45700924,3.004593656,3.312021602,48.98239006,3.061951471,51.00800911,3.061951471,51.00800911,2.808574578,50.4
07 24 2015,4.915005512,46.0952381,07 24 2015,3.108951629,2.133533678,44.03490283,-11.81291069,2.903534491,51.20667471,3.114598871,51.51350842,3.114598871,51.51350842,4.915005512,46.0952381
07 25 2015,1.872383052,35.16666667,07 25 2015,2.173345223,-2.138167826,53.61739007,8.852893191,2.970298321,52.83496257,3.321497198,49.20334789,3.321497198,49.20334789,1.872383052,35.16666667
07 26 2015,4.212861867,30.82608696,07 26 2015,3.371272495,1.796223871,51.38696662,-14.59412026,3.4699638,50.49888797,3.602652231,45.0785448,3.602652231,45.0785448,4.212861867,30.82608696
07 27 2015,6.553340682,37.54166667,07 27 2015,2.431031941,-1.234228099,58.00943636,6.267104124,3.524229473,44.27619312,3.752596678,41.35116333,3.752596678,41.35116333,6.553340682,37.54166667
07 28 2015,2.808574578,43.34782609,07 28 2015,3.287015258,0.51382872,50.03778584,6.398308739,3.81376342,40.46055331,3.926681492,38.98062064,3.926681492,38.98062064,2.808574578,43.34782609
07 29 2015,1.872383052,55.54166667,07 29 2015,2.908770476,0.396360087,48.33323945,-2.287846273,3.919797141,39.31674355,4.045226744,37.19609656,4.045226744,37.19609656,1.872383052,55.54166667
07 30 2015,3.744766104,49.6,07 30 2015,3.044354414,1.56276111,53.02700179,-20.57396607,4.046483915,37.16456507,4.128905549,34.80171489,4.128905549,34.80171489,3.744766104,49.6
07 31 2015,2.106430934,60.36363636,07 31 2015,3.576298439,-4.014576502,55.43291786,-11.26871518,4.169399176,35.10698105,4.077475199,32.75425509,4.077475199,32.75425509,2.106430934,60.36363636
08 01 2015,3.510718223,48.95833333,08 01 2015,5.671003574,2.626508731,37.26486786,52.90862021,4.170833555,32.13359855,3.982421667,32.58225929,3.982421667,32.58225929,3.510718223,48.95833333
08 02 2015,2.808574578,47.58333333,08 02 2015,3.751132206,-1.13515563,7.828102678,-12.7406952,3.892192865,31.02218566,3.833062339,33.86009741,3.833062339,33.86009741,2.808574578,47.58333333
08 03 2015,3.04262246,53.0952381,08 03 2015,4.45776957,0.194844861,31.29995771,-19.49428732,3.88423858,34.59099366,3.741987621,35.26521113,3.741987621,35.26521113,3.04262246,53.0952381
08 04 2015,3.276670341,57.91666667,08 04 2015,4.029251304,0.342856742,42.03111754,14.11905109,3.722755573,35.96711292,3.643577174,35.65554377,3.643577174,35.65554377,3.276670341,57.91666667
08 05 2015,6.319292801,39.5,08 05 2015,3.795577899,-0.42760548,33.26799006,-9.360596904,3.618968711,35.2375268,3.610589797,35.32238817,3.610589797,35.32238817,6.319292801,39.5
08 06 2015,3.276670341,,08 06 2015,3.904761236,0.452601793,38.62391366,-1.129589456,3.589007239,35.76199158,3.581875466,35.32680713,3.581875466,35.32680713,3.276670341,51.8
08 07 2015,4.68095763,33.71428571,08 07 2015,3.586339093,-0.159246178,34.61924037,8.459043833,3.623793441,34.96764612,3.575920619,34.27391467,3.575920619,34.27391467,4.68095763,33.71428571
08 08 2015,3.978813986,44.6875,08 08 2015,3.720518744,-0.34299717,29.48497762,4.79825272,3.532825717,35.25078369,3.5536192,34.42604622,3.5536192,34.42604622,3.978813986,44.6875
08 09 2015,3.744766104,30.77272727,08 09 2015,3.695452215,0.343418457,32.8097587,-12.13181163,3.571142699,32.60331419,3.512614011,34.85373538,3.512614011,34.85373538,3.744766104,30.77272727
08 10 2015,3.978813986,40.21052632,08 10 2015,3.327388517,0.30774956,40.9327925,4.024006708,3.556889183,35.42404079,3.48037893,36.49589459,3.48037893,36.49589459,3.978813986,40.21052632
08 11 2015,3.510718223,34.69565217,08 11 2015,3.302743275,0.279312741,36.92401467,-3.890976984,3.40981015,36.53385117,3.470428552,36.79555779,3.470428552,36.79555779,3.510718223,34.69565217
08 12 2015,3.744766104,28.41666667,08 12 2015,3.585847593,-1.761116689,36.93924355,7.413456009,3.474437458,37.52979182,3.492723284,36.96555983,3.492723284,36.96555983,3.744766104,28.41666667
08 13 2015,3.744766104,32.04166667,08 13 2015,4.148264652,2.237872223,33.06349545,-29.18622016,3.527038047,36.32303037,3.54724641,36.34253466,3.54724641,36.34253466,3.744766104,32.04166667
08 14 2015,3.276670341,42.8,08 14 2015,2.949565022,-1.432232606,36.60120336,67.25066601,3.476694348,37.04385731,3.618112765,36.91855502,3.618112765,36.91855502,3.276670341,42.8
08 15 2015,3.276670341,36,08 15 2015,3.988737616,-0.9047823,10.95269111,-45.4555334,3.638006835,35.66071631,3.65154149,36.18276329,3.65154149,36.18276329,3.276670341,36
08 16 2015,3.510718223,37.83333333,08 16 2015,3.595677603,2.755141447,52.55484486,-0.952486362,3.739637112,38.05109144,3.642781412,35.06346334,3.642781412,35.06346334,3.510718223,37.83333333
08 17 2015,4.446909749,31.17391304,08 17 2015,2.297835291,-1.25838184,48.70146522,-10.59781981,3.576980522,34.83648211,3.609362718,32.37761105,3.609362718,32.37761105,4.446909749,31.17391304
08 18 2015,2.574526697,42.27272727,08 18 2015,3.755134426,-0.357110258,43.89559921,25.02105647,3.611726601,32.30281646,3.55958742,30.62911474,3.55958742,30.62911474,2.574526697,42.27272727
08 19 2015,4.212861867,,08 19 2015,3.95405172,0.441086638,28.49191339,-20.80743838,3.63938103,29.99353459,3.534935491,29.80305039,3.534935491,29.80305039,4.212861867,51.8
08 20 2015,3.744766104,60.34782609,08 20 2015,3.795858757,0.33850345,38.10928404,11.95616847,3.42765463,29.59099316,3.528556015,30.88181823,3.528556015,30.88181823,3.744766104,60.34782609
08 21 2015,1.872383052,47.5,08 21 2015,4.078752431,-2.864465212,26.91921631,1.601161759,3.537770814,29.82462341,3.573148823,32.89327412,3.573148823,32.89327412,1.872383052,47.5
08 22 2015,3.978813986,46.04347826,08 22 2015,4.700149556,2.327044466,27.68531705,-1.454036366,3.620242601,33.22983811,3.669904218,36.12702844,3.669904218,36.12702844,3.978813986,46.04347826
08 23 2015,3.978813986,24.30434783,08 23 2015,2.45708147,1.323681199,30.05257955,-4.148405727,3.561433055,35.62536083,3.796112866,39.33069108,3.796112866,39.33069108,3.978813986,24.30434783
08 24 2015,3.744766104,41.77272727,08 24 2015,2.54105785,-2.884406092,30.96580568,1.178676875,3.828036997,39.52588637,3.980428916,42.7342586,3.980428916,42.7342586,3.744766104,41.77272727
08 25 2015,3.978813986,24.79166667,08 25 2015,3.948715428,3.571453648,27.73062609,16.12707518,3.998868546,42.84082604,4.263088543,45.45027661,4.263088543,45.45027661,3.978813986,24.79166667
08 26 2015,5.149053393,27.72727273,08 26 2015,2.471966915,-2.005322249,25.67412337,-3.05954909,4.114381206,45.83606338,4.587926941,47.16584945,4.587926941,47.16584945,5.149053393,27.72727273
08 27 2015,2.106430934,30.16666667,08 27 2015,4.56667205,-0.456955084,39.74469583,-17.31276649,4.676015876,47.6739404,4.87294042,48.07567262,4.87294042,48.07567262,2.106430934,30.16666667
08 28 2015,2.340478815,31.5,08 28 2015,4.656054935,0.402398523,50.7557192,19.20402536,4.97338374,47.98754456,5.067698349,48.67036232,5.067698349,48.67036232,2.340478815,31.5
08 29 2015,4.446909749,27.79166667,08 29 2015,4.288482738,-0.621256697,44.45397609,-16.08815725,4.969421644,48.56553289,5.15436628,48.64118656,5.15436628,48.64118656,4.446909749,27.79166667
08 30 2015,1.872383052,23.41666667,08 30 2015,4.323309063,1.60685573,57.35625833,-2.287220835,5.260289664,49.45800952,5.324114521,47.79611309,5.324114521,47.79611309,1.872383052,23.41666667
08 31 2015,4.915005512,40.08695652,08 31 2015,3.736878691,0.625680202,54.17038333,-4.684929162,5.233387532,47.90001726,5.395251703,46.30452182,5.395251703,46.30452182,4.915005512,40.08695652
09 01 2015,4.68095763,53.5,09 01 2015,4.757304049,-1.401268071,48.6972875,13.5586875,5.478666368,46.0303125,5.440305921,45.50815833,5.440305921,45.50815833,4.68095763,53.5
09 02 2015,4.212861867,41.11111111,09 02 2015,6.403409609,-2.264764325,38.5392625,9.461049993,5.47370121,44.98323571,5.401627837,45.55048095,5.401627837,45.55048095,4.212861867,41.11111111
09 03 2015,4.446909749,60,09 03 2015,6.648247098,3.716165452,41.939925,-16.9620375,5.368550184,45.51092678,5.302973311,45.59655238,5.302973311,45.59655238,4.446909749,60
09 04 2015,3.510718223,54,09 04 2015,4.628320262,-3.885803357,54.8016375,-0.150674997,5.362632116,46.15728036,5.100281158,44.95291667,5.100281158,44.95291667,3.510718223,54
09 05 2015,4.68095763,49.58333333,09 05 2015,6.324558878,3.508401148,50.7013125,-1.116862503,5.177737633,45.12145,4.929593382,43.66765102,4.929593382,43.66765102,4.68095763,49.58333333
09 06 2015,6.553340682,36.75,09 06 2015,4.134994137,-2.050119013,46.4503125,5.653162497,4.760473726,43.58001964,4.801311738,43.25125665,4.801311738,43.25125665,6.553340682,36.75
09 07 2015,7.021436445,40.54166667,09 07 2015,5.453830545,1.676087093,41.08245,0.580050003,4.850568786,42.30148342,4.810951167,43.06477283,4.810951167,43.06477283,7.021436445,40.54166667
09 08 2015,3.978813986,57.33333333,09 08 2015,4.722547939,-0.005336291,41.36775,3.365950005,4.792892701,43.87226689,4.808132562,42.85510659,4.808132562,42.85510659,3.978813986,57.33333333
09 09 2015,7.021436445,50.33333333,09 09 2015,5.667352427,-4.212229938,42.2331,-3.144875006,4.789392014,43.02056819,4.844761056,41.67830987,4.844761056,41.67830987,7.021436445,50.33333333
09 10 2015,3.510718223,46.75,09 10 2015,6.606820623,3.342414391,46.4644,-8.725949997,4.842112971,41.67248469,5.029501736,40.53711744,5.029501736,40.53711744,3.510718223,46.75
09 11 2015,5.851197038,40.25,09 11 2015,3.334058882,1.292295378,47.550825,5.228783923,4.902778182,40.34187673,5.330828352,40.21428059,5.330828352,40.21428059,5.851197038,40.25
09 12 2015,4.446909749,41.45833333,09 12 2015,3.403711531,-1.077509637,39.9113,16.98811647,5.343614054,39.5969909,5.649738652,40.67642049,5.649738652,40.67642049,4.446909749,41.45833333
09 13 2015,5.617149156,41.70833333,09 13 2015,4.765659559,-0.636493213,37.50055893,-31.24945063,5.746092821,40.70397415,5.874638605,40.47392685,5.874638605,40.47392685,5.617149156,41.70833333
09 14 2015,7.255484327,46.79166667,09 14 2015,5.050097949,1.690410824,52.07793432,14.06273165,5.859509081,41.72829641,6.091239888,39.82375535,6.091239888,39.82375535,7.255484327,46.79166667
09 15 2015,2.808574578,48.75,09 15 2015,4.698043126,-0.343278027,35.40585908,6.962972403,6.018313912,38.98950998,6.343974821,38.63168118,6.343974821,38.63168118,2.808574578,48.75
09 16 2015,3.276670341,39.41666667,09 16 2015,6.036399126,-1.606645088,32.79651549,0.832851045,6.395896672,38.75345966,6.580510298,37.9172921,6.580510298,37.9172921,3.276670341,39.41666667
09 17 2015,4.915005512,34.58333333,09 17 2015,7.0314771,0.412720034,37.1501443,0.137078751,6.61771388,38.15207391,6.584820122,37.20063692,6.584820122,37.20063692,4.915005512,34.58333333
09 18 2015,5.149053393,57.04166667,09 18 2015,6.419909985,-0.462642447,42.33662416,-8.312926602,6.727920341,36.84634274,6.449560508,36.66263292,6.449560508,36.66263292,5.149053393,57.04166667
09 19 2015,4.446909749,32.9047619,09 19 2015,6.221062905,1.263647917,47.66018277,-8.775017461,6.408826146,36.6034941,6.282694399,36.38530837,6.282694399,36.38530837,4.446909749,32.9047619
09 20 2015,6.085244919,32.17391304,09 20 2015,5.559573378,0.57723229,44.67081477,12.61146296,6.211935038,36.53806192,6.236600341,36.71013804,6.236600341,36.71013804,6.085244919,32.17391304
09 21 2015,7.255484327,37.13043478,09 21 2015,6.161731767,-0.931393544,32.90642932,-6.013769089,6.227322014,36.01436909,6.162062778,37.99926895,6.162062778,37.99926895,7.255484327,37.13043478
09 22 2015,6.319292801,42.18181818,09 22 2015,7.341122446,-0.034194395,33.75350682,4.589902496,6.270543971,37.57798312,6.054688297,40.71901317,6.054688297,40.71901317,6.319292801,42.18181818
09 23 2015,6.319292801,48.625,09 23 2015,7.589119582,-3.830474439,28.58681523,13.20344659,5.988322348,40.40545464,5.902109139,44.59147068,5.902109139,44.59147068,6.319292801,48.625
09 24 2015,5.383101275,46,09 24 2015,7.802922322,4.273246221,28.01002614,-6.061183629,5.905198571,44.17360175,5.948791661,48.57733716,5.948791661,48.57733716,5.383101275,46
09 25 2015,6.085244919,30.85,09 25 2015,4.186250623,0.167882545,40.63668363,-12.76266637,5.812806498,49.19535565,6.07770189,51.99652893,6.07770189,51.99652893,6.085244919,30.85
09 26 2015,7.489532208,34.90909091,09 26 2015,4.842825145,-0.027453816,47.2021575,9.043954999,6.128369913,52.36305409,6.224272704,55.27931004,6.224272704,55.27931004,7.489532208,34.90909091
09 27 2015,7.489532208,28.04545455,09 27 2015,5.667282212,-1.895717626,41.004965,6.847317498,6.29192926,54.43117705,6.338437918,58.68520142,6.338437918,58.68520142,7.489532208,28.04545455
09 28 2015,8.425723735,26.16666667,09 28 2015,6.464285464,2.74039643,43.8517275,-8.276042494,6.25251894,59.04369898,6.575822653,60.76960331,6.575822653,60.76960331,8.425723735,26.16666667
09 29 2015,3.510718223,41.45833333,09 29 2015,5.365571089,-1.492757388,53.5458075,6.780420901,6.470865553,62.58072823,6.829283135,60.70879087,6.829283135,60.70879087,3.510718223,41.45833333
09 30 2015,4.915005512,49,09 30 2015,7.007253144,-0.909907949,54.963845,-8.550189084,7.004083467,60.68438272,7.111658561,58.48103135,7.111658561,58.48103135,4.915005512,49
10 01 2015,5.617149156,39.65,10 01 2015,7.156177811,0.353529325,63.16230341,-0.779823863,7.012900385,58.86126165,7.235750748,56.26270017,7.235750748,56.26270017,5.617149156,39.65
10 02 2015,6.787388564,42.9,10 02 2015,6.395194529,-0.18887664,62.81057273,12.74515487,7.31799183,55.89744968,7.338949146,53.58791328,7.338949146,53.58791328,6.787388564,42.9
10 03 2015,4.915005512,54.95833333,10 03 2015,5.987740572,3.197632371,61.67901819,-16.29528653,7.376360028,54.02938919,7.388269722,49.84248046,7.388269722,49.84248046,4.915005512,54.95833333
10 04 2015,7.255484327,53.66666667,10 04 2015,5.391409975,-1.495917035,73.29261851,-23.65785718,7.32249558,50.83690096,7.403432681,44.89302822,7.403432681,44.89302822,7.255484327,53.66666667
10 05 2015,7.255484327,64.45833333,10 05 2015,7.992711749,-3.134509657,68.6109323,30.27015197,7.465953557,44.66115122,7.342439803,40.2666991,7.342439803,40.2666991,7.255484327,64.45833333
10 06 2015,6.319292801,63,10 06 2015,9.098096488,4.251971271,40.27138892,-1.716986435,7.421848905,39.18103248,7.221925205,36.67658086,7.221925205,36.67658086,6.319292801,63
