CO,NO,NO2,NOX,O3,PM10,PM2.5,PMCO,SO2
0.7175803402646473,17.18100447538538,28.75758329189458,45.93933366484336,27.021237417137247,49.618801652892564,26.07293388429752,23.54793388429752,3.9383700329030624
