CO,NO,NO2,NOX,O3,PM10,PM2.5,PMCO,SO2
0.7646575673390569,24.99028158484924,30.450411163717916,55.43845003737852,27.5825404376784,34.13903002309469,22.092378752886837,12.049769053117783,4.784828244274809
