CO,NO,NO2,NOX,O3,PM10,PM2.5,PMCO,SO2
0.8558634339435894,26.153114186851212,33.061913000494314,59.212679189322785,25.62967032967033,49.77945498263425,24.93895271172856,24.83649479027518,6.245899602385686
