CO,NO,NO2,NOX,O3,PM10,PM2.5,PMCO,SO2
0.5661945583302311,5.1042424242424245,18.496242424242425,23.604484848484848,38.99398715703444,31.48327718960539,17.484801202034213,12.749759384023099,3.3376201923076922
