CO,NO,NO2,NOX,O3,PM10,PM2.5,PMCO,SO2
0.6194501018329921,18.687249301081803,31.35833232040841,50.041327336817794,29.537783075089393,38.932532459652954,24.720058245358572,14.220482951098168,5.28635664418412
