CO,NO,NO2,NOX,O3,PM10,PM2.5,PMCO,SO2
0.9013048272482178,26.85848941118864,33.03880523931938,59.90078344962664,25.03001455251031,52.33848891322201,27.100191623323298,25.243772241992882,5.412314557954408
